album,singer,song,lyric,written_by,genre
,Mancha De Rolando, Vagabundear,"Harto ya de estar harto ya me canse,de preguntarle al mundo porque y porque,la rosa de los vientos me ha de ayudar,y desde ahora van a verme vagabundear,entre el cielo y el mar vagabundear,Como un cometa de caña y de papel,me ire tras una nube pa' serle fiel ,a los montes, los rios, el sol y el mar,a ellos que me enseñaron el verbo amar,soy palomo torcaz dejenme en paz,No me siento extranjero en ningún lugar,donde haya fuego y vino tengo mi hogar,y para no olvidarme de lo que fui,mi patria y mi guitarra las llevo en mi,una es fuerte y es fiel la otra un papel,No llores porque no me voy a quedar,me diste todo lo que tu sabes dar,la sombra que en la tarde da a una pared,y el vino que me ayuda a olvidar mi sed,que mas puede ofrecer una mujer,Es hermoso partir sin decir adios,serena la mirada firme la voz,si de veras me buscas me encontraras,es muy largo el camino para mirar atras,que más da, que más da, aquí o alla.
,
,
",,
,Mancha De Rolando, Sangre,"Hay mexicanos esclavizados, ,miles de cubanos bloqueados, ,que beben del mismo veneno ,que bebo yo ,Hoy mis hermanos ya no están, ,no fueron a trabajar, ,solo dieron sangre al mar. ,Sale a matar, bajar a la gente ,que sale a buscar comida caliente ,en este mar el miedo parece no ver ,Y mi gente resistió, con la cara, ,con las uñas, con la voz ,Se que te duele el corazón ,y la desesperación te domina ,y te hace daño... ,Sangre en el campo ,y en la ciudad ,ahora la gente quiere matar ,sangre en la cuna de la libertad, ,sudamérica tierra inmortal ,brota la sangre en la iglesia, ,la municipalidad ,toda esa sangre caliente ,no debería enfriar ,nunca más
,
,
",,
,"Magnus Uggla,Karl Gerhard", Desto vackrare blir jag,"Varje dag jag som regel,Står en stund vid min spegel,När jag varsam och gretten,För giletten,Jag förgäves sökt spåren,Av de framlevda åren,Det är likadant med mig som med Gustaf Fredriksson,Jag som litet barn var velig,Och så ful så jag var rälig,Men för varje år jag i synden går,Desto vackrare blir jag,Jag är kanske lite grånad,Och det gör mig så förvånad,Att ju mindre hår jag på huvudet får,Desto vackrare blir jag,Men allting ganska relativt är,När man jämför med herr Ernst Rolf,Som så ofta sker i pressen,Blir jag aldrig någonsin ledsen,Med ett ögonkast,På en sån kontrast,Desto vackrare blir jag,För att söka kontraster,Under frukosten raster,Jag i Stockholm vandrar,Kritiskt klandrar,Jag vår stad som förfulas,Bara sedan i julas,Har vårt Stockholm kommit,Fler mil närmare Berlin,Men för mig får stadens fäder,Gärna tappa vett och heder,För var ful fasad i vår huvudstad,Desto vackrare blir jag,Alla huvudstadsbohemer,Har skämt ut Fredrika Bremer,Fröken Friedman lär,Ha gått och tänkt så här,""Desto vackrare blir jag"",Den staty blitt rendez-vous-plats,För vartenda låghaltkärlekspar,Jag för min del med den söte,Bredvid vikingen har möte,Han är naken å,Jag har kläder på,Så desto vackrare blir jag,Mot fru Zarah Leander,Har det riktats ett klander,Att fast hon är kvinna,Lär hon minna,Om en herre som väcker,Sjunger sina kuplettet,Men jag är mycket tacksam för den reklam,Som hon mig ger,När som hon mot solen växer,Faller det på mig reflexer,Och ju mer blasé långa Zarah är,Desto vackrare blir jag,Hon med armar muskulösa,Har gått in för att charmösa,Och ju mera karl ,Hon i stämman har,Desto vackrare blir jag,Du har så många fula herrar,Häromdagen sade jag till hennes chef,Men då svarade lilla Frasse,Ja, jag har viskalöv hos Svasse,Och ju fulare Calle Hagman är,Desto vackrare blir jag
,
,
",,
,Mancha De Rolando, Rock,"Hoy no estoy solo ,mi corazon es de los que todavia buscan ,en el viento alguna solucion ,me siento vivo ,y vivo en el rock ,porque me enseño la risa ,cuando solo habia desesperación ,Rock de la calle y de la suerte ,liberate solo por hoy ,se donde voy ,pero estoy lejos ,Rock del futuro salvame hoy ,mundo perdido a donde voy? ,Rock de mi tremenda suerte ,por tenerte siempre cuando cae el sol ,Rock es lo único que tengo ,y no busco tener mas ,me enseñaste a andar liviano ,y a tender la mano al hombre que esta mal ,Rock de la calle y de la suerte liberate ,solo por hoy ,se donde voy pero estoy lejos ,rock del furturo salvame hoy ,y cuando me llegue la hora ,de dormir en un cajon ,alguien golpeara mi puerta, ,mi alma no esta muerta, ,mientras haya rock ,Rock de los que estamos solos ,rock de la resurrección, ,rock de los que todavia buscan ,en el viento alguna solución
,
,
",,
,Mala Reputación, Tus Palabras,"El último trozo de ti,Se ha cansado ya de mi,¿Que fue lo que pasó?,¿Dónde estaba yo?,¿Donde están todas las cosas que nos quedan por decir?,¿En que momento te olvidaste de mi?,Tus palabras no me hieren, déjalas morir,Se han caído de tu boca, no las quiero oír.,El último trozo de mí,Se ha cansado de sufrir,Las últimas palabras se han dicho ya,Tan claras que no dolerán,¿Donde están todas las cosas que nos quedan por decir?,¿En que momento te olvidaste de mi?,Tus palabras no me hieren, déjalas morir,Se han caído de tu boca, no las quiero oír.
,
,
",,
,Mancha De Rolando, Regala,"No pares, no olvides, ,no te destruyas nena ,aunque a veces llores ,muy cerca del balcón ,alguna vez, amor, ,regala el corazón ,No vayas, no vengas ,no te confies de mi ,mirame a los ojos antes de decidir ,y alguna vez, mejor, regala el corazón ,cuando quieras llorar no pidas perdón ,el dolor de verdad se va con el sol ,hay un único mal: ,regala el corazón.
,
,
",,
,Manel, El Miquel I L'Olga Tornen,"Calleu, nobles consellers, guardeu-vos la raó que us quedi,I amb un pas viu i decidit, marxeu on sigui que us esperin.,Baixeu les baldes, ajusteu finestres i correu cortines.,Poseu els nens al llit; si dormen, mireu com respiren.,Perquè si és bo o és dolent, no importa molt ara mateix.,Que sembla tan clar que ens equivoquem com que ho anem a fer.,Que sembla tan clar que ens equivoquem com que ho anem a fer!,Voleu, amables pretendents, fins altres braços que us valorin,I pel camí, no pregunteu, deixeu que el nostre amor es fongui.,Guardarem com un tresor les vostres panxes, les carícies,,I ho jurem, per un moment, ens pensàvem que podíem,Però si truca algú, no contesteu, que el cel ja és prou ple de valents.,I sembla tan clar que ens equivoquem com que ho anem a fer!,I sembla tan clar que ens equivoquem com que ho anem a fer!,(Ell: Olga, t'he portat una rosa,Olga: Jo, a tu, unes margarides,Ell: Escolta, estava pensant, aquesta vegada és la bona, no ?,Olga: Va, calla i dóna'm la mà),Guardeu-vos forces, bona gent, potser ens veurem un altre dia.,Sabem que volíeu fer més, però, què hi farem, així és la vida:,T'equivoques d'uniforme i dispares a qui més estimes;,T'equivoques de remei i va i s'infecta la ferida.,I alguna estona, què us penseu?, també ens agrada estar contents.,Però sembla tan clar que ens equivoquem com que ho anem a fer.,Però sembla tan clar que ens equivoquem com que ho anem a fer!,Ai Verge Santa del Roser, volem el just per viure bé!,Però sembla tan clar que ens equivoquem com que ho anem a fer.,Sembla tan clar que ens equivoquem com que ho anem a fer!
,
,
",,
,Manel, Criticarem Les Noves Modes De Pentinats,"Vindran els anys i, amb els anys, la calma,Que et pintarà als ulls una mirada suau.,Et faran fer un pas i, després, un altre,,Seràs tota una experta a tirar endavant.,Amb tant de temps hauràs trobat un lloc agradable,,O ja estaràs un pèl mandrosa per buscar.,Rebràs tracte de senyora, o de iaia estranya,Que té acollonits tots els nens del veïnat.,I seràs un sac de mals o seràs una roca.,I els moments de mirar enrere et faran gràcia i et faran mal.,I potser no seré el teu amic,,Ni tindré res a veure amb si ets o no ets feliç.,Ja em veig de record mig trist que se't creua pel cap,Una mala tarda.,I potser dormiré abraçadet,A una dona a qui quasi no hauré explicat qui ets.,Potser tindrem néts malparits que se'n fotin de mi,Quan no m'enteri de les coses.,Però, quan seré vell, seguiré cantant-te cançons, igual.,Caminaré lent i m'asseuré, a vegades, als bancs.,Verset a verset convocaré el teu cos llarg i blanc,I em podran veure somriure una mica per sota del nas.,Que vinguin els anys! Aquí em té la calma!,Que em jugo amb la decadència de la carn,Que un raconet del menjador farà d'escenari,I que ningú sospitarà de qui estic parlant.,I que, quan seré vell, seguiré cantant-te cançons, igual.,No sé si estaré per garantir-te una gran qualitat,Però creuré en un verset i em distrauré intentant-lo allargar,I em podran veure somriure una mica per sota del nas,,I em podran veure somriure una mica per sota del nas.
,
,
",,
,Manel, Al mar,"Tu i jo hem sopat en bons restaurants,,tu i jo hem ballat a la llum d'un fanal,,tu i jo volàvem en un Ford Fiesta groc,,tu i jo hem cantat a la vora del foc.,Tu i jo hem buscat coses similars,,tu i jo hem tingut el cap ple de pardals,,tu i jo dalt de la nòria, tu i jo i la nostra història,,però tu i jo no ens hem banyat mai al mar.,AL mar! Al mar!,Plantem les tovalloles, convido a uns gelats,,juguem a pala grega esquivant passejants,,a l'horitzó es divisen les veles,d'uns nens que fan optimist a la cala del costat.,Dormo una estona, ara que bufa de mar,,així estirada se't veu espectacular,,llarga i blanqueta a la sorra llegint,intrigues vaticanes de final inesperat.,Es abusiva tanta calor,,t'incorpores i et poses bé el banyador,,amb un peu calcules com està l'aigua,i tot està llest per tal que entrem al mar.,AL mar! Al mar!,Així doncs, si un dia véns i passes per aquí,,i si malgrat la feina trobem un matí,,no em perdonaria mai, no podria assumir,,no agafar-te amb la moto i que no féssim camí.,Molt lluny d'aquí, a l'altra banda del món,,hi ha un xiringuito amb quatre pins al fons,,tu i jo asseguts a la barra d'un bar,,sona bona música i som davant del mar.,AL mar! Al mar!
,
,
",,
,Manel, Flor Groga,"Ja sabem com t'agrada aixecar el braç i calcular el pol d'on ve el vent,,Ja hem gaudit de l'estil que exhibeixes quan marxes corrents.,Ja hem entès que ets una ànima errant que abandona les cases quan tothom dorm,,Que t'agrada menjar quan hi ha gana i dormir si ve son.,Però pensa't-ho bé que després, tard o d'hora, sempre arriba el moment,Quan s'obre com una flor rara el penediment,I entens, com si totes les bruixes del món coincidissin llegint-te el futur,,Que és cosa de temps que et sorprenguis pensant que ho tenies,,Que jo creia en tu.,Ja sabem que tres mil aventures bateguen rabioses lluny d'aquest racó,,Que els guerrers s'avorreixen si no hi ha una mica d'acció.,Ja hem previst que només moriràs si algú et clava una daga daurada en el cor,I que on t'enterri una bona gent hi creixerà un roure fort.,I és quasi entranyable que oblidis tan ràpid que sempre arriba el moment,Quan s'obre com una flor groga el penediment.,Si ho saps com si totes les bruixes del món t'estiguessin llençant un conjur,,Una rima ancestral que et farà recordar que ho tenies,,Que jo creia en tu.,Si em llevés i fos rei, reuniria les Corts per incloure en el codi penal,Que es prohibeixi a la gent 'nar pel món buscant res que no pugui anomenar.,Que la por estaria allà però, potser, per variar, aprendríem a passar-la junts,I no et veuria mai més explicant-me que bé estaves quan ho tenies,,Quan jo creia en tu.
,
,
",,
,Mala Reputación, Cristal,"Vivir y dejar vivir,Regla podrida del juego,Las piezas están gastadas,Al antojo de su dueño.,Bibliotecas de hojas muertas,Repletas de buenos consejos.,Tópicos que nadie sigue,,El mundo se está muriendo.,No hay manera de andar recto, manteniendo el equilibrio,No se puede caminar derecho hacia ningún destino.,No hay manera de andar recto, manteniendo el equilibrio,No se puede caminar derecho hacia ningún lugar.,Ahora llaman tonto al bueno,Mucha gente tiene miedo,De dejarse ver,Que putada ser cristal, este mundo no perdona.,Las ideas no se paran,Porque nadie las entiende,El mundo se queda sordo,Y pensar en voz alta,,La verdad me está matando,Que putada dejar ver,Lo que uno está pensando,No hay manera de andar recto, manteniendo el equilibrio,No se puede caminar derecho hacia ningún destino.,No hay manera de andar recto, manteniendo el equilibrio,No se puede caminar derecho hacia ningún lugar.
,
,
",,
,Manel, Aniversari,"Els llums s'han apagat, han tret el pastís,,Aplaudien els pares,els tiets i els amics,Tots alhora agrupats en únic crit:,""Que demani un desig, que demani un desig"",I tu, nerviosa, com sempre que et toca ser el centre d'atenció,Has fixat els ulls en un punt imprecís del menjador,Un segon, dos segons, tres segons, quatre i cinc., ,Els teus ulls cavalcaven buscant un desig,Les espelmes cremaven i alguns dels amics,T'enfocaven amb càmeres de retratar,Una veu comentava: ""ai, que guapa està"",I jo en el fons m'acabava el culet de la copa decidit,A trobar un raconet adequat per fer-me petit, petit, ,Del tamany d'una mosca, del tamany d'un mosquit,,Per un cop empetitit sota els tamborets i la taula allargada,Pels dos cavallets fer-me pas amb prudència,Per un entramat de sabates d'hivern, de confeti aixafat,I esprintar maleint l'allargada dels meus nous passets,I amargar-me entre un tap de suro i la paret,Just a temps que no mengi el collons de gatet., ,I escalar les sanefes del teu vestit,I falcar el peu esquerre en un descosit,I arribar-te a l'espatlla i seure en un botó,I agafar un pelet d'aire i amb un saltiró,Enganxar-te un cabell, impulsar-me en un últim salt final,I accedir al teu desig travessant la paret del llagrimal,,Ara un peu, ara un braç, ara el tors, ara el cap., ,I ja dins del desig veure si hi ha bon ambient,Repartir unes targetes, ser amable amb la gent,I amb maneres d'ajuda, discret i educat,Presentar els meus respectes a l'autoritat,,Escoltar amb atenció batalletes curioses als més vells,,Fer-me fotos gracioses amb altres il·lustres viatgers,I amb un home amb corbata que no sé qui és., ,I en un núvol de somnis que tens a l'abast,I entre d'altres que ho sento, però ja mai viuràs,Detectar un caminet que m'allunyi del grup,O una ombreta tranquil·la on desapercebut,Estirar-me una estona i per fi, relaxar-me celebrant,El plaer indescriptible que és estar amb tu avui que et fas gran,Mentre fora de l'ull les espelmes es van apagant.
,
,
",,
,Manel, Boomerang,"Va arribar el tiet amb barba llarga, els avis feien dinar especial,,I va dir ""nens, esteu morenos"", i va dir ""almenys, heu crescut un pam"".,I l'Ignasi i jo li escoltàvem mil aventures de països llunyans,I estaven bé, i eren distretes, però era difícil treure's del cap,El fer volar per damunt del barri aquell regal estrany.,Per fi a baix, vam situar-nos a una distància prudencial,De les senyores que es bronzejaven i dels cotxes aparcats,,Vam estudiar els corrents de l'aire, vam assecar-nos la suor de les mans.,Però el boomerang s'encallava entre les branques i no tornava mai.,Però el boomerang reclamava la perícia d'un professional.,I van baixar els altres amb la Vanessa -ai la Vanessa, com li deu 'nar?-,,Menjaven pipes amb arrogància, se'n fotien des del banc,,Fins que avorrit d'aquell espectacle va venir el Xavi, que era més gran,,""deixeu-me un tir, feu-vos enrere, deixeu-me un tir, colla de matats,,Que això és canell, que això el que vol és un bon joc de braç!"".,I, senyors, tan bo és insistir com saber-se retirar,I, no sé l'Ignasi, però, en el meu cas, puc reconèixer que em va fer mal,Veure en els ulls de la Vanessa que la cosa es posava interessant.,Però el boomerang va encallar-se entre les branques i no va tornar mai.,Però el boomerang reclamava la perícia d'un professional.,Però parlo de temps, crec que era el juliol en què es va fondre l'Indurain,I vam maleir el danès i les rampes d'Hautacam.,Els anys, en fi, ens han fet com homes i, malgrat que ningú ha procreat,,Vaig pensant alternatives, per si mai es dóna el cas.,I en aquest món entre els meus forts no hi haurà mai els detalls,Però m'esforçaré i una cosa m'abstindré de regalar,,Que la infantesa serà divertida, màgica, lliure, d'acord, acceptat,,Però no hi ha tant temps per perdre i, tard o d'hora, només queda una veritat:,El boomerang s'encallava entre les branques i no tornava mai.,El boomerang reclamava la perícia d'un professional.,(i Vanessa, si sents això, una abraçada molt gran)
,
,
",,
,Manel, La Bola De Cristall,"Mira,,Surt el sol a les ciutats on haguéssim pogut viure,I una llum plena de pau va inundant totes les cuines.,Jo faig pinta de tranquil, i tu sembles tan tranquil·la.,I ens crido: ""Treu-te la disfressa i revela qui ets!,No em crec que sigueu la vida que ens estem perdent"".,Mira,,Tot ha anat segons el pla, quin exemple d'harmonia,,Això és creure en el que un vol i invertir amb saviesa els dies,,Si prens nota, crec que ens surt un bon llibre d'aforismes.,I ens crido: ""Observant-vos les mans, us he vist el truc!,No sou realment la vida que ens hem perdut"".,Mira,,Panderetes, serpentines, apa nena, quines mitges,,Hi som tots, sí, però fixa't bé, com et miro, com em mires.,Va, assumim-ho, els dies bons gairebé som invencibles!,I ens crido: ""Això és lamentable teatre amateur!,I no la vida que se'ns escapa a cada moment"".,Mira,Com els nervis no han pogut, les paraules que buscàvem.,Les diem i no fan por, les diem amb la veu alta:,""Amor meu, sempre hi seré, amor meu, com ho dubtaves?"",I ens crido: ""Ja sé de què aneu i he perdut l'interès!,Que la vida que ens hem perdut simplement no existeix"".
,
,
",,
,Manel, El gran salt,"He fet un salt, un salt estrany,Que ens ha aixecat més de tres pams.,Sortia fum, tan dens i blanc,,I a dins tu i jo i el meu gran salt.,Teníem por mirant a baix,,Teníem por i ens hem quedat,Mig abraçats, sentint el salt,Regalimant-me entre les mans.    ,Els testimonis oculars,Diuen ""quin salt, carai quin salt!"";,Les mares diuen als infants,""no us apropeu, que ha fet un salt!"".,Érem tu i jo amb el món a part,I ara és el món que ens salvarà,Entre les runes d'aquest salt,,Que érem tu i jo i ja no ho som tant.,Que això nens cau, que això nens cau!,Crido el teu nom entre el fum blanc.,""Agafa't fort i, si pots, cau,Amb els dos peus i en un lloc pla"".,I mereixíem un comiat,Més digne de ser recordat,I no aquest veure'ns destrossats,Per la força de la gravetat.,Tu, saltador que saltes salts!,Tu, grimpador professional!,Tu, amic per sempre ambulant   ,Que et defineixes pels teus salts!,Que fàcil tot! Que bé que estàs!,En els teus ulls il·luminats,Ja s'intueix la immensitat,De tot un món al teu abast.,La nit caurà, la nit caurà,,La nit caurà i desplegaràs,Un somni dolç i atrotinat,Dels saltadors que salten salts.,I fins demà, i fins demà,,I, a fora, hi bufa un vent tan suau,,I el saltador s'adormirà,Fent cara de res,,Fent cara de salt.
,
,
",,
,Manel, Benvolgut,"Benvolgut, permet-me suposar,Que, malgrat que no haguem gaudit de presentació oficial,,Més o menys, així com jo, estàs assabentat,De la meva existència, de les coses que faig.,Benvolgut, jo ho reconec, què hi faré, covard de mi,,No és que siguis cada tarda el meu tema preferit,,Vostres són les promeses que ningú ja complirà,,Vostres les nits que els telèfons no paraven de sonar.,Però sí que et vaig veient en discos que al final no et vas endur,I alguns quina meravella, i alguns que mai tindràs prou lluny,,Benvolgut, i en un somriure que fa sola caminant,I en aquella foto antiga oblidada en un calaix:,Heu parat una furgoneta aprofitant la vista privilegiada d'una ciutat.,Tu assenyales l'absis romànic d'una catedral i sou joves i forts!,I sentiu l'eternitat al vostre davant!,I, benvolgut, ni sospiteu que gent com jo,Estem esperant.,I que simpàtics que se us veu, i quin mal devia fer,,I m'ho imagino -o ho intento- i t'asseguro que comprenc,Que encara avui, sense remei, tot trontolli un segon,Quan un amic, amb bona fe, pronuncia el vostre nom.,Però vull pensar que tot va bé i que no enyores aquells temps,,Que fins i tot en recordar no saps per què però estàs content,I vas veient coses pel món que t'estan agradant tant,I agraeixes que entre els dos em féssiu créixer amagat.,Amagat en mentidetes, en dubtes emprenyadors,,En cada intuïció fugaç d'una vida millor,,Amagat en ""som molt joves per tenir res massa clar"",,Amagat en ""no sé què és, però, nena, no puc respirar"".,Ai, benvolgut, que estrany si un dia et van fer mal,El meu amor, la meva sort, les meves mans,O el meu dit resseguint-li la columna vertebral!,Benvolgut, que ha arribat i es vol quedar!,Ai aquests dits, no són senzills, de gent com jo,Que estava esperant.,Benvolgut, ho deixo aquí, que sé que ets un home ocupat.,Suposo que és moment d'acomiadar-me esperant,No haver-te emprenyat massa, no haver semblat un boig,,Que la força ens acompanyi, adéu, fins sempre, sort!,Per si un dia ens creuem ja em disculpo, que em conec,,Faré d'home seriós, esperaré darrere dret,Mentre tu li fas brometa, ""veig que ara els busques alts"", ,Mentre tu et reivindiques com molt més elegant.,Farem adéu i marxarem i ella em dirà que t'ha vist vell,I, pas a pas, ja estaràs tan lluny,Com el cretí que abans d'entrar a Història li tocava el cul,Arrambant-la contra els arbres del costat d'un institut.,Ai, pobrets meus, com s'haguessin espantat,,Si entre els matolls, sortim tu i jo dient,""ei, aquí els senyors, estem esperant.,Xicots, aneu fent lloc,,Que estem esperant"".
,
,
",,
,Manel,La cançó del soldadet,"Escolteu la cançó del soldadet,Que a través d'un ull de bou,Veu que volen uns falciots!,I no és que hi entengui molt, el soldadet,,Però, que volin els falciots,,Deurà voler dir que la terra és a prop.,I tan a prop deu ser que baixa el capità,I intenta no semblar nerviós,Mentre acaba la instrucció:,""Concentreu-vos, soldadets, sigueu prudents,I arrapeu-vos a la vida,Amb les ungles i amb les dents"".,Ja a coberta, els homes resen.,Ja a coberta, els homes resen.,I fa un amén, poc convençut, el soldadet,,I acaricia el seu fusell,,Intentant no pensar en res.,Des de proa es van fent grossos els turons,,""soldadet, valor, valor,,Que depèn de gent com tu la sort del món"".,Però ""si una bala enemiga creua el vent,I em travessa el cervell"",,Es planteja el soldadet,,""les onades m'arrossegaran,I mil peixos de colors,Lluitaran per devorar la meva carn"".,I és quan pensa ""jo m'amago;,Quan no mirin, jo m'amago"".,Però sempre miren, i el vaixell s'està aturant,,Les comportes s'han obert,I, en un segon, s'inunda el mar,De soldats disparant a l'infinit,Amb un soldadet al mig,,Que carrega mentre insulta a l'enemic.,I entre bomba i bomba tot li va prou bé,Fins que una cau just al costat.,Primer es diu ""sort, de què t'ha anat…"",,Però després sent a l'esquena un dolor estrany,I en tocar-se-la li queda tot el braç tacat de sang.,Gira el cap a banda i banda.,Seu a la sorra i descansa.,I mentre arriba el coi de metge, el soldadet,Es tranquil·litza repetint,Què farà, on anirà, si sobreviu:,""Aniré a ma mare ben vestit,I, abans que res, li hauré de dir,Que em perdoni per tractar-la sempre així;,Aniré a la Margarida a fer-li un fill,Per, només veure'l, intuir,Que l'estimo més del que m'estimo a mi"".
,
,
",,
,Manel, Corrandes de la parella estable,"Ens vam conèixer un dimecres fent cua al cine Arkadín,i ens ha costat déu i ajuda arribar fins aquí.,Li vaig oferir un carmelo un vespre de Sant Medir,i ens ha costat déu i ajuda arribar fins aquí.,Una amiga molt amiga venia massa sovint,i ens ha costat déu i ajuda arribar fins aquí.,""Vols venir"", vaig preguntar-li, ""a conèixer els meus padrins?"",Ens ha costat déu i ajuda arribar fins aquí.,I ara ella porta els nens al cole i jo faig els plats de la nit,,ens ha costat déu i ajuda arribar fins aquí.,Jo alimento els periquitos, ella rega el jardí,,i ens ha costat déu i ajuda arribar fins aquí.,Jo sempre compro manxego malgrat ella és més de brie,i ens ha costat déu i ajuda arribar fins aquí.,Jo soc un fan de l'Astèrix i ella té tots els tintins,,ens ha costat déu i ajuda arribar fins aquí.,Prefereixo que no parli d'aquell novio de Paris,,que ens ha costat déu i ajuda arribar fins aquí.,Jo soc de ballar la conga, ella es decanta més pel twist,,ens ha costat déu i ajuda arribar fins aquí.,Jo dic ""eps, un ron amb cola!"" i ella vol carta de vins,,i ens ha costat déu i ajuda arribar fins aquí.,Ella mira Kiarostami, jo soc més de Jaques Tati,,ens ha costat déu i ajuda arribar fins aquí.,Jo ja sé dos o tres coses, ella en sap quatre o cinc,,que ens ha costat déu i ajuda arribar fins aquí.,Ella no deixa que em rasqui quan em piquen els mosquits,,ens ha costat deu i ajuda arribar fins aquí.,Ella és reina de les festes, jo soc un home avorrit,,i ens ha costat déu i ajuda arribar fins aquí.,Jo la miro i m'espanto no fos que es canses de mi,,ens ha costat deu i ajuda arribar fins aquí.
,
,
",,
,Manel, Dona estrangera,"El teu avi tenia un bigoti llarg i blanc,i el sucava en cervesa tèbia en tavernes dels Alps.,Pels matins les teves tietes baixen a banyar-se,a una platja escenari de la Segona Guerra Mundial,Dona estrangera,,com em veuen els teus ulls?,Ton pare destil·la prunes i les deixa fermentar,i en fires ex-soviètiques ven licors de vuitanta graus.,Al jardí la teva àvia vesteix quimono blanc,mentre el sol vermell es pon entre les branques d'un bonsai.,Dona estrangera,,com em veuen els teus ulls?,Dona estrangera.,Mentre ballem em mullen les aigües del Rin,,entro amb un tanc rus a Berlín,,m'espanta el teu passat viking.,Mentre ens besem entre copes d'arbres gegants,,ta mare resa a déus estranys,,ton pare educa uns elefants.,Quan fem l'amor dos-cents dansaires otomans,giren contents al meu voltant,somriuen i piquen de mans.,I ens abracem i pujo en un tramvia groc,,passejo entre obres del Barroc,,em perdo en la Terra del Foc.
,
,
",,
,Manel,Els Guapos Són Els Raros,"Un home amb ulleres de pasta gruixudes passeja pel port nerviós.,Ja fa més d’una hora que a la seva dona l’espera el Doctor Ramon.,Que avui s’han omplert de coratge i han decidit operar-se el cos.,La dona es vol treure papada i l’home es farà fer un penis més gros.,Però, no saben que ser atractius també pot comportar viure en un malson.,I els dos canten de puta mare, molt millor que jo, que fan cant coral.,I ballen sardanes a Plaça Sant Jaume i ho fan de collons.,El Pepe és un noi que ha fet panxa i es passa el sant dia estirat llit.,Avui el rodegen tres metges i un jove becari amb un bisturí.,Amb un permanent delimiten l’essència greixosa que li extrauran.,I ell somia amb prendre un waikiki envoltat de senyores que marquen mugrons.,Però, el Pepe no sap que alguns ben plantats també viuen en un malson.,I el tio organitza trobades d’amics del 600, i en té un de vermell.,I quan puja al poble, els nens li demanen que els porti a fer un tomb.,No saben que els guapos són els raros.,Ho sap tothom, però no ho diu ningú.,Tampoc no s’agraden i tenen complexes per ser diferents.,I no saben que els guapos desafinen , no tenen swing i no ballen bé.,També es preocupen i tenen psicòlegs, i no passa res.,I no passa res.,I no passa res.
,
,
",,
,Manel,Ceràmiques Guzmán,"No esperava una noia tant bonica,darrere d'aquest taulell.,El teu estil em fascina.,On has estat tot aquest temps?,Aprofitaré, ara que et gires,,per donar gràcies al Cel,i passar-te revista,,dels talons fins els cabells.,No t'espantis però, ara, voldria dir-te,que ho ets tot per a mi i que jo puc ser tot teu.,Vull sentir-te explicar la teva vida,,els teus somnis i els teus grans secrets.,I tornes i em dediques el més gran dels teus somriures,i emboliques el paquet,i les teves mans, expertes,,l'adornen amb un llacet.,I congelo el moment quan les nostres mans es creuen,al intercanviar el bitllet,,però els teus ulls estan nerviosos,,has d'atendre altres clients.,Però, si dubtes podries atrevir-te,a sortir amb mi per fer un cigarret.,Però si penses que podria servir-te,jo m'esperaré per aquí encara algun temps.
,
,
",,
,Manel, Al mar,"Tu i jo hem sopat en bons restaurants,,tu i jo hem ballat a la llum d'un fanal,,tu i jo volàvem en un Ford Fiesta groc,,tu i jo hem cantat a la vora del foc.,Tu i jo hem buscat coses similars,,tu i jo hem tingut el cap ple de pardals,,tu i jo dalt de la nòria, tu i jo i la nostra història,,però tu i jo no ens hem banyat mai al mar.,AL mar! Al mar!,Plantem les tovalloles, convido a uns gelats,,juguem a pala grega esquivant passejants,,a l'horitzó es divisen les veles,d'uns nens que fan optimist a la cala del costat.,Dormo una estona, ara que bufa de mar,,així estirada se't veu espectacular,,llarga i blanqueta a la sorra llegint,intrigues vaticanes de final inesperat.,Es abusiva tanta calor,,t'incorpores i et poses bé el banyador,,amb un peu calcules com està l'aigua,i tot està llest per tal que entrem al mar.,AL mar! Al mar!,Així doncs, si un dia véns i passes per aquí,,i si malgrat la feina trobem un matí,,no em perdonaria mai, no podria assumir,,no agafar-te amb la moto i que no féssim camí.,Molt lluny d'aquí, a l'altra banda del món,,hi ha un xiringuito amb quatre pins al fons,,tu i jo asseguts a la barra d'un bar,,sona bona música i som davant del mar.,AL mar! Al mar!
,
,
",,
