album,singer,song,lyric,written_by,genre
,Terri Clark, The Good Was Great,"Running my fingers,Slowly through your locks of ebony,Hearing you sing 'Blackbird' in the shower,Just a little bit off key,Ain't that just like me,And my selective memory?,To forget about the hurt, the tears and the lies,Forget slamming doors and a hundred goodbyes,I miss you like crazy, make no mistake,The bad was bad, baby but the good was great,We'd break up just to make up,Then we'd do it all again,But the moments that we made love,I never wanted it to end,Leave the bitter, keep the sweet,That's the part I'll take with me,And forget about the hurt, the tears and the lies,Forget slamming doors and a hundred goodbyes,I miss you like crazy, make no mistake,The bad was bad, baby but the good was great,We came so close, a real almost,And that's the honest truth,All that said, I don't regret,One day of loving you,I miss you like crazy, make no mistake,I miss you like crazy, what can I say,The bad was bad, baby but the good was great,The good was great
,
,
",,
,Terri Clark, Merry Go Round,"I've been dreamin' & drivin' so fast for so long,Fallin' & climbin', fallin' & carryin' on,Hell bent on stayin' one step ahead,So caught up in the game, I can't catch my breath,Livin' too bright to soak up the sun,Missin' the miles for the races I've run,But I'm slowly slowin' me down,Knowin' this world will go round,It'll keep goin' round even when I stop spinnin',I'm figurin' out it ain't all about winnin',You ride like the wind,Smile like a child,Land with both feet on the ground,The trick is to know when to let go of the merry go round,When the ride leaves you dizzy and life's such a blur,There's no difference between where you are & where you were,It's movin' too fast, and God knows it will,Sometimes you need some time sittin' still,And I'm slowly slowin' me down,Knowin' this world will go round,It'll keep goin' round even when I stop spinnin',I'm figurin' out it ain't all about winnin',You ride like the wind,Smile like a child,Land with both feet on the ground,The trick is to know when to let go of the merry go round,You ride like the wind,Smile like a child,Land with both feet on the ground,The trick is to know when to let go,The trick is to know when to let go of the merry go round,Oh this merry go round
,
,
",,
,"Terri Clark,Girls Lie Too", Girls Lie Too,"So she can't go out tonight again,Her sister's sick, she's gotta babysit,Yeah, that sounds like a pretty good excuse,Now you didn't hear any of this from me,But things aren't always what they seem,Brace yourself, this may come as a shock to you,Girls lie, too,We don't care how much money you make,What you drive or what you weigh,Size don't matter anyway,Girls lie, too,Don't think you're the only ones,Who bend it, break it, stretch it some,We learn from you,Girls lie, too.,We can't wait to hear about your round of golf,We love to see deer heads hanging on the wall,And we like Hooters for their hotwings too,Other guys never cross our minds,We don't wonder what it might be like,How could it be any better than it is with you?,Girls lie, too,We don't care how much money you make,What you drive or what you weigh,Size don't matter anyway,Girls lie, too,Don't think you're the only ones,Who bend it, break it, stretch it some,We learn from you,Girls lie, too.,Yeah, girls lie, too,We always forgive and forget,The cards and flowers you never sent,Will never be brought up again,Girls lie, too,Old gray sweatpants turn us on,We like your friends and we love your mom,And that's the truth,Girls lie, too,Yeah, that's the truth,Girls lie, too.,No, we don't care how much hair you have,Yeah, that looks good,Comb it over like that
,
,
",,
,Terri Clark, Dirty Girl,"Four wheels churning up a fresh green pasture,throwing mud pies everywhere.,I'm beside you yellin' faster faster,,wind whippin' through my tangled hair and you know,,you know,,there's nothin' like it in the world.,When your out there underneath the sun,and I'm a dirty girl,,I like it when we get cleaned up on Sunday,,feel my skin against a string of pearls,and when we hang out it's,,it's just a fun day,,you know I love it when I get to be a dirty girl,Chorus: dirty girl,You'll be workin' on that El Camino,,bustin' knuckles with a monkey wrench,,I'll come sneakin' up,and whisper real low,what you really need is a 3/16ths,,and you know that there's nothin' like it in the world,,when were underneath the hood and I'm a dirty girl,I like it when we get cleaned up on Sunday,,feel my skin against a string of pearls,or when we hang out it's,,it's just a fun day you know,I love it when I get to be a dirty girl,Chorus:dirty girl,and you know, you know that there's nothing like it in the world,,it might be axle grease and Mississippi mud,but when you touch my cheek and leave a little smudge,I'LL BE YOUR DIRTY GIRL,I like it when we get cleaned up on Sunday,,feel my skin against a string pearls,or when we hang out and it's,,it's just a fun day,you know I love it when I get to be a dirty,,get to be a dirty girl,Chorus:dirty girl,I get to be a dirty girl
,
,
",,
,Terri Clark, Gypsy Boots,"Baby, don't blame me if I can't get loving you right,Baby don't blame me if I can't get loving you right,I ain't cut out for aprons or staying home at night,Well, my mama was a hippie and my daddy was a rolling stone,Yeah, my mama was a hippie and my daddy was a rolling stone,Well, it don't matter what you call me, honey, my middle name is gone,I was born in gypsy boots with a guitar on my back,Rebel soul and attitude, just like Johnny Cash,Well, this is just another town and I'm only passing through,And I get around in my gypsy boots,I don't wanna rock no babies, but baby I'll rock you,Don't wanna rock no babies, but baby I'll rock you,And I'll take off everything but my gypsy boots,I'm a country song, the kind that makes you cry,Yeah, I'm a country song, the kind that makes you cry,I'll drink up all your whiskey and leave you high and dry,'Cause I was born in gypsy boots with a guitar on my back,Rebel soul and attitude, just like Johnny Cash,Well, this is just another town and I'm only passing through,And I get around in my gypsy boots,Hey, I get around in my gypsy boots
,
,
",,
,Terri Clark, No Fear,"I want a road stretching out before me,I want a radio in my ear,I want a full tank of absolution,No Fear,I want a rainstorm to pull me over,Then a sky that begins to clear,Towards the truest of destinations,No Fear,Chorus:,I used to hit every wall there was,I used to run away from love,All I ever wanted was right here,But I had to reach way down inside,I had to have faith I'd find,No Fear,I want the world to just keep on turning,I want the dawn in my rearview mirror,I want to hear my own voice singing,No Fear,And when I need two arms around me,And there's no one near,When I'm alone let the only sound be,No Fear,Repeat Chorus,I want peace, love, and understanding,A stogie and an ice-cold beer,Don't wanna live afraid of dying,I used to hit every wall there was,I used to run away from love,All I ever wanted was right here,But I had to reach way down inside,I used to stay up all night long,Wondering what I was doing wrong,All I ever needed was right here,But I had to reach way down inside,I had to have faith I'd find,No Fear,No Fear,No Fear
,
,
",,
,Terri Clark, A Million Ways To Run,"In the basement of the church,I took the last chair in the room,Embarrassed and ashamed,But that all began to change,When she stood up and spoke her truth,She said I came here years ago,When I lost my sanity,I hit an all-time low,But then I found serenity,I took shelter hiding from the pain,In any place to make it go away,In the arms of a stranger,Keeping company with danger,Or staring down the barrel of a gun,At the bottom of a bottle,Getting numb with every swallow,'Cause it's easy, when it's what you've always done,With a million ways to run,I was the first one out the door,But her words echoed in my head,I took the long way home,But no longer felt alone,'Cause I'd lived everything she said,I thought about lost moments of my past,And then I knew, there was no going back,To the arms of a stranger,Keeping company with danger,Or staring down the barrel of a gun,The bottom of a bottle,Getting numb with every swallow,'Cause it's easy, when it's what you've always done,With a million ways to run,There's a freedom I have found,In staying on the ground,Long enough to chase those demons down,And I thank God I know I'm not the only one,With a million ways to run
,
,
",,
,Terri Clark, Now That I Found You,"How can I believe,That my heart would find someone like you,You see me, the real me,No in bewteens, I had nowhere to hide,You took away the walls around me,Made me feel safe to share my truth.,I see the heavens open, a heart that once was broken,Is holding nothing back,Now that I found you,You hold me like a prayer, you touch me everywhere,A lifetime just ain't enough to love you true,Now that I found you.,Now that I found you.,I do believe we're meant to be,Our chemistry will last forever,And through the years,We'll see some tears,We'll conquer fears,And together we will grow,Looking in your eyes,They tell me,I no longer have to feel alone.,I see the heavens open, a heart that once was broken,Is holding nothing back,Now that I found you,You hold me like a prayer, you touch me everywhere,A lifetime just ain't enough to love you true,Now that I found you.,Now that I found you.,You see me, the real me,You believe in me.,I see the heavens open, a heart that once was broken,Is holding nothing back,Now that I found you,You hold me like a prayer, you touch me everywhere,A lifetime just ain't enough to love you true,Now that I found you.,Now that I found you...
,
,
",,
,Terri Clark, If You Want Fire,"I got this dream I've been dreamin',The perfect picture of love,Sparks and fireworks flyin',Almost too hot to touch,Then everything I wanted and then some,Suddenly walked in the room,I said I needed different but maybe ,I spoke to soon,It's every kind of crazy I could ever imagine,A battle ragin' between my head and my heart,But if you gotta have it all, that madness and passion,Then you'll learn, ooh, you'll learn,If you want fire, it better be worth the burn,We're either laughin' or cryin',Flyin' high or runnin' away,But in between the thunder and lightnin',There's always another day, another day,It's every kind of crazy I could ever imagine,A battle ragin' between my head and my heart,But if you gotta have it all, that madness and passion,Then you'll learn, ooh, you'll learn,If you want fire,Sometimes it feels all or nothin',Sometimes it's nothin' at all,But in between those moments it's magic,That softens the fall,It's every kind of crazy I could ever imagine,A battle ragin' between my head and my heart,But if you gotta have it all, that madness and passion,Then you'll learn, ooh, you'll learn,If you want fire, it better be worth the burn,If you want fire, it better be worth the burn
,
,
",,
,"Terri Clark,Warren Zevon,Poor, Poor Pitiful Me"," Poor, Poor Pitiful Me","Well, I lay my head on the railroad track,Waitin' on the ""double e"",But the train don't run through here no more,Poor, poor pitiful me!,Poor, poor pitiful me!,Poor, poor pitiful me!,Oh, these boys won't let me be,Lord, have mercy on me!,Woe, woe is me!,Well, I met a man out in Hollywood,And I ain't namin' names,But he really worked me over good,Just like Jesse James,Yes, he really worked me over good,He was a credit to his gender,He put me through some changes,Lord, sorta like a waring blender,Poor, poor pitiful me!,Poor, poor pitiful me!,Oh, these boys won't let me be,Lord, have mercy on me!,Woe, woe is me!,Well, I met a boy in the Vieux-Carres,Down in Yokahoma,He picked me up and he threw me down,Sayin', ""Please don't hurt me, mama"",Poor, poor pitiful me!,Poor, poor pitiful me!,Oh, these boys won't let me be,Lord, have mercy on me!,Woe, woe is me!,Poor, poor, poor me,Poor, poor pitiful me!,Poor, poor, poor me,Poor, poor pitiful me
,
,
",,
,"Terri Clark,Better Things to Do", Better Things To Do,"Don't tell me the reason that you're calling,Is to see if I'm all right since you've been gone,'Cause I know you and I know why we're talking,You're wanting me to say I'm barely hanging on,Well, maybe that was true for a night or two,But now, I got better things to do!,I could wash my car in the rain,Change my new guitar strings,Mow the yard just the same as I did yesterday,I don't need to waste my time crying over you,I got better things to do!,Maybe when I don't have so much going,Or quite so many irons in the fire,I'll take the time to miss you like you're hoping,But now, I can't put forth the effort it requires,Well, I'd love to talk to you but then I'd miss ,That's right, I got better things to do!,I could wash my car in the rain,Change my new guitar strings,Mow the yard just the same as I did yesterday,I don't need to waste my time crying over you,I got better things to do,Check the air in my tires,Straighten my stereo wires,Count the stars in the sky or just get on with my life,I don't need to waste my time crying over you,I got better things to do,I got better things to do
,
,
",,
,"Terri Clark,Emotional Girl", Emotional Girl,"I've been looking at you looking me,Bet you're thinking that what you get is what you see,But underneath this cool exterior,A raging river flows,So before you get any nearer,I better let you know,I'm an emotional girl, I can't help myself,Sometimes I laugh, sometimes I cry,Sometimes I do both and I don't know why,I got a Passionate heart,And that's just the way things are,You and me could give it a whirl,But I'm warning you, boy,I'm an emotional girl,I like music that's loud and lights down low,I like driving my car too fast and dancing slow,Some folks may say I'm too extreme,'Cause I can't stop once I start,But I never could do anything,With half my heart,I'm an emotional girl, I can't help myself,Sometimes I laugh, sometimes I cry,Sometimes I do both and I don't know why,I got a Passionate heart,And that's just the way things are,You and me could give it a whirl,But I'm warning you, boy,I'm an emotional girl,I'm an emotional girl, I can't help myself,Sometimes I laugh, sometimes I cry,Sometimes I do both and I don't know why,I got a Passionate heart,And that's just the way things are,You and me could give it a whirl,But I'm warning you, boy,I'm an emotional girl,You and me could give it a whirl,But I'm warning you, boy,I'm an emotional girl...
,
,
",,
,"Terri Clark,When Boy Meets Girl", When Boy Meets Girl,"First it's baseball, arcades in the mall,Skipping out of study hall to hang with the guys,Then it's fast cars, rock and roll guitars,Lighting up behind the barn and not knowing why,But his life is about to change,He's never gonna be the same,And he'll be living in a different world,When boy meets girl,One smile, one look, he's nearly on the hook,Got it bad and feeling good all over inside,He ain't got a clue what he's going through,But he's going to just give him time,'Cause his life is about to change,He's never gonna be the same,He'll be living in a different world,When boy meets girl,He never polished his boots before,Never thought about what he wore,Never knew he could feel like that,Now there ain't no way he can ever go back,Oh yeah, his life is about to change,He ain't never gonna be the same,And he'll be living in a different world,When boy meets girl,His life is about to change,He's never gonna be the same,He'll be living in a different world,When boy meets girl,When boy meets girl,When boy meets girl
,
,
",,
,Terri Clark, In My Next Life,"In my next life, I won't cuss so much,I won't ever touch that first cigarette,In my next life, I'll stay away from bad boys,I'll listen to that voice inside of my head,I won't wake up and look in the mirror ,Wondering what I did last night,But in this life, I wanna have a good time,I wanna live fast, hit it as hard as anybody has,Till they turn out the lights,If I get to come back, I promise you that ,I'm gonna walk a straighter line,In my next life, I'll keep my shirt on ,When I'm at Mardi Gras, getting loose and free,In my next life, I won't do body shots,I won't think I've got to try everything,I'm gonna be a little angel ,Who gets her kicks flying right,But in this life, I wanna have a good time,I wanna live fast, hit it as hard as anybody has,Till they turn out the lights,If I get to come back, I promise you that,I'm gonna walk a straighter line,In my next life,In this life, I wanna have a good time,I wanna live fast, hit it as hard as anybody has,Till they turn out the lights,If I get to come back, I promise you that,I'm gonna walk a straighter line,In my next life, mmm,I'll keep my shirt on when I'm at Mardi Gras, mmm
,
,
",,
,"Terri Clark,Girls Lie Too", Girls Lie Too,"So she can't go out tonight again,Her sister's sick, she's gotta babysit,Yeah, that sounds like a pretty good excuse,Now you didn't hear any of this from me,But things aren't always what they seem,Brace yourself, this may come as a shock to you,Girls lie, too,We don't care how much money you make,What you drive or what you weigh,Size don't matter anyway,Girls lie, too,Don't think you're the only ones,Who bend it, break it, stretch it some,We learn from you,Girls lie, too.,We can't wait to hear about your round of golf,We love to see deer heads hanging on the wall,And we like Hooters for their hotwings too,Other guys never cross our minds,We don't wonder what it might be like,How could it be any better than it is with you?,Girls lie, too,We don't care how much money you make,What you drive or what you weigh,Size don't matter anyway,Girls lie, too,Don't think you're the only ones,Who bend it, break it, stretch it some,We learn from you,Girls lie, too.,Yeah, girls lie, too,We always forgive and forget,The cards and flowers you never sent,Will never be brought up again,Girls lie, too,Old gray sweatpants turn us on,We like your friends and we love your mom,And that's the truth,Girls lie, too,Yeah, that's the truth,Girls lie, too.,No, we don't care how much hair you have,Yeah, that looks good,Comb it over like that
,
,
",,
,Terri Clark, A Little Gasoline,"Throwing pictures out the window,Scattered by the way the wind blows,Bye-bye, baby, that's the last I'll see of you,Shoebox full of old love letters,I'll tear each one till I feel better,And I won't look back 'cause I don't like the view,What my heart needs now is rest,So I'm packing up and I'm headed west,My mind's made up, I'll put it to the test,Pushing myself and this old machine,Burning fumes and what's left of my dreams,Let 'em go 'cause I don't need no strings,Just give me a road and a little gasoline,We talked in circles till the words ran out,And it all came down to an angry shout,Before I knew it, I was in third gear and gone,Well, this had been coming for a long, long time,If I said, ""I'm sorry,"" well, I'd be lying,If you think I'll never make it, well, you'd be wrong,What my heart needs now is rest,So I'm packing up and I'm headed west,My mind's made up, I'll put it to the test,Pushing myself and this old machine,Burning fumes and what's left of my dreams,Let 'em go 'cause I don't need no strings,Just give me a road and a little gasoline,What my heart needs now is rest,So I'm packing up and I'm headed west,My mind's made up, I'll put it to the test,Pushing myself and this old machine,Burning fumes and what's left of my dreams,Let 'em go 'cause I don't need no strings,Just give me a road and a little gasoline,Just give me a road and a little gasoline
,
,
",,
,Terri Clark, I Wanna Do It All,"I'm sitting in traffic for the fifth year in a row,Wasting my time just to get where I don't even wanna go,I started jotting things down on a Krispy Kreme sack,Everything I'd do if I could leave this place and never look back,I wanna do it all,Visit Paris in the fall,Watch the Yankees play ball,I wanna take it all in,Catch a few beads down at Mardi Gras,Start a tradition, lay down the law,I wanna do it all,I want to drink tequila down in Tijuana,Say ""why not"" when somebody says ""hey, do you wanna"",I wanna get my heart broke once or twice,Settle down with the love of my life, rock little babies to sleep at night,I wanna do it all,Visit Paris in the fall,Watch the Yankees play ball,I wanna take it all in,Catch a few beads down at Mardi Gras,Start a tradition, lay down the law,I wanna do it all,I wanna spend a day every now and then,Just doing what I wanna do when I wanna do it,Anytime I wanna do it,I wanna do it all,Visit Paris in the fall,Watch the Yankees play ball,I wanna take it all in,Catch a few beads down at Mardi Gras,Start a tradition, lay down the law,I wanna do it all,See Niagara falls,Fight city hall,Feel good in my skin,Beating the odds with my back to the wall,Try to rob Peter without paying Paul,I wanna do it all,I wanna do it all,I wanna do it all
,
,
",,
,Terri Clark, I Just Wanna Be Mad,"Last night we went to bed not talking,'Cause we'd already said too much,I faced the wall, you faced the window,Bound and determined not to touch,We've been married seven years now,Some days it feels like 21,I'm still mad at you this morning,Coffee's ready if you want some,I've been up since five,Thinking about me and you,And I've got to tell you ,The conclusion I've come to,I'll never leave, I'll never stray,My love for you will never change,But I ain't ready to make up or get around to that,I think I'm right, I think you're wrong,I'll probably give in before long,Please don't make me smile,I just want to be mad for a while,For now, you might as well forget it,Don't run your fingers through my hair,Yeah that's right, I'm being stubborn,No, I don't want to go back upstairs,I'm going to leave for work ,Without a goodbye kiss,But as I'm driving off,Just remember this,I'll never leave, I'll never stray,My love for you will never change,But I ain't ready to make up or get around to that,I think I'm right, I think you're wrong,I'll probably give in before long,Please don't make me smile,I just want to be mad for a while,I'll never leave, I'll never stray,My love for you will never change,But I ain't ready to make up or get around to that,I think I'm right, I think you're wrong,I'll probably give in before long,Please don't make me smile,I just want to be mad for a while,I just want to be mad for a while,I just want to be mad for a while,I just want to be mad for a while
,
,
",,
,Terri Clark, No Fear,"I want a road stretching out before me,I want a radio in my ear,I want a full tank of absolution,No Fear,I want a rainstorm to pull me over,Then a sky that begins to clear,Towards the truest of destinations,No Fear,Chorus:,I used to hit every wall there was,I used to run away from love,All I ever wanted was right here,But I had to reach way down inside,I had to have faith I'd find,No Fear,I want the world to just keep on turning,I want the dawn in my rearview mirror,I want to hear my own voice singing,No Fear,And when I need two arms around me,And there's no one near,When I'm alone let the only sound be,No Fear,Repeat Chorus,I want peace, love, and understanding,A stogie and an ice-cold beer,Don't wanna live afraid of dying,I used to hit every wall there was,I used to run away from love,All I ever wanted was right here,But I had to reach way down inside,I used to stay up all night long,Wondering what I was doing wrong,All I ever needed was right here,But I had to reach way down inside,I had to have faith I'd find,No Fear,No Fear,No Fear
,
,
",,
,Terri Clark, A Little Gasoline,"Throwing pictures out the window,Scattered by the way the wind blows,Bye-bye, baby, that's the last I'll see of you,Shoebox full of old love letters,I'll tear each one till I feel better,And I won't look back 'cause I don't like the view,What my heart needs now is rest,So I'm packing up and I'm headed west,My mind's made up, I'll put it to the test,Pushing myself and this old machine,Burning fumes and what's left of my dreams,Let 'em go 'cause I don't need no strings,Just give me a road and a little gasoline,We talked in circles till the words ran out,And it all came down to an angry shout,Before I knew it, I was in third gear and gone,Well, this had been coming for a long, long time,If I said, ""I'm sorry,"" well, I'd be lying,If you think I'll never make it, well, you'd be wrong,What my heart needs now is rest,So I'm packing up and I'm headed west,My mind's made up, I'll put it to the test,Pushing myself and this old machine,Burning fumes and what's left of my dreams,Let 'em go 'cause I don't need no strings,Just give me a road and a little gasoline,What my heart needs now is rest,So I'm packing up and I'm headed west,My mind's made up, I'll put it to the test,Pushing myself and this old machine,Burning fumes and what's left of my dreams,Let 'em go 'cause I don't need no strings,Just give me a road and a little gasoline,Just give me a road and a little gasoline
,
,
",,
,Terri Clark, Three Mississippi,"(Verse 1),I used to believe that things would change but here we go again,,Riding and spinning carousale this circle never ends,,This kitchen table has seen it all before,,These walls are tired of standing...Cant hold us anymore,**Chorus**,One Mississippi I close my eyes,Two Mississippi Im beggin' you and we can still survive,Three Mississippi No looking back, ,Gone for good and i know that,,I wont Change my mind...OoOh WooOa yea, ,Three Mississippi is where I at tonight,(Verse 2),We're all out of second chances and all out of one more times.,Theres not a word we havent said nothing we have not tried.,My bones are aching from the weight im holding down,,I took all that im taking,,Im breaking....breaking down.,**Chorus**,One Mississippi I close my eyes,,Two Mississippi Im beggin' you and we can still survive,,Three Mississippi No looking back,,Gone for good and i know that,,I wont Change my mind...OoOh WooOa yea, ,Three Mississippi is where I at  tonight,(Bridge),Hold My breath, Close My Eyes...,...Goodbye...,WooOOOo WoOooOO,**Chorus**,One Mississippi I close my eyes,Two Mississippi Im beggin' you and we can still survive,Three Mississippi No looking back, ,Gone for good and i know that,I wont Change my mind...No I Wont Change My Mind, ,Three Mississippi is where I at  tonight,Three Mississippi,Three Mississippi
,
,
",,
,Terri Clark, The World Needs A Drink,"Turn on the TV,More crime in the streets,More trouble in the middle east,And fires out west ,Politicians slingin dirt,Got descension in the church,Another law suit in the works,Man you talk about a mess ,Too much tension between miss liberty and the eiffel tower,Its about time we all made up at some big happy hour ,I think the world needs a drink,I think enoughs enough,Shes been spinnin around so long i think she's pretty wound up,Calm down, sit back, relax,Tear up the contracts and save the ink,Yeah I think the world needs a drink ,I bet we'd get somethin done,Over 2 for ones,Rubbin elbows with the big guns,Wouldn't that be cool? ,Call all the rich and the poor,The peace keepers and the warlords,We'll cut some deals over nothing more,Than a shot of 90 proof ,There ain't nothin wrong a few cold beers can't iron out,In fact you tell me just when and where and I'll buy the first round ,I think the world needs a drink,I think enoughs enough,Shes been spinnin around so long I'd say she's pretty wound up,Let's all calm down sit back relax,Tear up the contracts and save the ink ,Yeah I think the world needs a drink ,Whoo!,(Instrumental),Hey let's all calm down sit back relax,Tear up the contracts and save the ink,Yeah I think the world needs,,Dont you think the world needs a couple drinks,I know I do,Yeah thats right
,
,
",,
,Terri Clark, Now That I Found You,"How can I believe,That my heart would find someone like you,You see me, the real me,No in bewteens, I had nowhere to hide,You took away the walls around me,Made me feel safe to share my truth.,I see the heavens open, a heart that once was broken,Is holding nothing back,Now that I found you,You hold me like a prayer, you touch me everywhere,A lifetime just ain't enough to love you true,Now that I found you.,Now that I found you.,I do believe we're meant to be,Our chemistry will last forever,And through the years,We'll see some tears,We'll conquer fears,And together we will grow,Looking in your eyes,They tell me,I no longer have to feel alone.,I see the heavens open, a heart that once was broken,Is holding nothing back,Now that I found you,You hold me like a prayer, you touch me everywhere,A lifetime just ain't enough to love you true,Now that I found you.,Now that I found you.,You see me, the real me,You believe in me.,I see the heavens open, a heart that once was broken,Is holding nothing back,Now that I found you,You hold me like a prayer, you touch me everywhere,A lifetime just ain't enough to love you true,Now that I found you.,Now that I found you...
,
,
",,
,"Terri Clark,Emotional Girl", Emotional Girl,"I've been looking at you looking me,Bet you're thinking that what you get is what you see,But underneath this cool exterior,A raging river flows,So before you get any nearer,I better let you know,I'm an emotional girl, I can't help myself,Sometimes I laugh, sometimes I cry,Sometimes I do both and I don't know why,I got a Passionate heart,And that's just the way things are,You and me could give it a whirl,But I'm warning you, boy,I'm an emotional girl,I like music that's loud and lights down low,I like driving my car too fast and dancing slow,Some folks may say I'm too extreme,'Cause I can't stop once I start,But I never could do anything,With half my heart,I'm an emotional girl, I can't help myself,Sometimes I laugh, sometimes I cry,Sometimes I do both and I don't know why,I got a Passionate heart,And that's just the way things are,You and me could give it a whirl,But I'm warning you, boy,I'm an emotional girl,I'm an emotional girl, I can't help myself,Sometimes I laugh, sometimes I cry,Sometimes I do both and I don't know why,I got a Passionate heart,And that's just the way things are,You and me could give it a whirl,But I'm warning you, boy,I'm an emotional girl,You and me could give it a whirl,But I'm warning you, boy,I'm an emotional girl...
,
,
",,
,"Terri Clark,Warren Zevon,Poor, Poor Pitiful Me"," Poor, Poor Pitiful Me","Well, I lay my head on the railroad track,Waitin' on the ""double e"",But the train don't run through here no more,Poor, poor pitiful me!,Poor, poor pitiful me!,Poor, poor pitiful me!,Oh, these boys won't let me be,Lord, have mercy on me!,Woe, woe is me!,Well, I met a man out in Hollywood,And I ain't namin' names,But he really worked me over good,Just like Jesse James,Yes, he really worked me over good,He was a credit to his gender,He put me through some changes,Lord, sorta like a waring blender,Poor, poor pitiful me!,Poor, poor pitiful me!,Oh, these boys won't let me be,Lord, have mercy on me!,Woe, woe is me!,Well, I met a boy in the Vieux-Carres,Down in Yokahoma,He picked me up and he threw me down,Sayin', ""Please don't hurt me, mama"",Poor, poor pitiful me!,Poor, poor pitiful me!,Oh, these boys won't let me be,Lord, have mercy on me!,Woe, woe is me!,Poor, poor, poor me,Poor, poor pitiful me!,Poor, poor, poor me,Poor, poor pitiful me
,
,
",,
,Terri Clark, You're Easy on the Eyes,"Shoulda known it was you knocking on my door,At half past a heartache at quarter to four,Were you starting to worry I was finally getting over you,I almost forgot you looked so fine,If you told me some lies, it would be like old times,Just getting to see you is almost worth the things you do.,You're easy on the eyes,Hard on the heart,You look so good but the way things look ain't the way they are,Better say goodbye ,Before this goes too far,'Cause now I realize you're easy on the eyes,Hard on the heart.,I got to admit to you got a smile,That really reeled me in for awhile,But it ain't funny, honey, what you put me through,So why don't you send me your photograph,It'd hurt a lot less than taking you back,Then I could still have my favorite part of you.,You're easy on the eyes,Hard on the heart,You look so good but the way things look ain't the way they are,Better say goodbye ,Before this goes too far,'Cause now I realize you're easy on the eyes,Hard on the heart.,You're easy on the eyes,Hard on the heart,You look so good but the way things look ain't the way they are,Better say goodbye ,Before this goes too far,'Cause now I realize you're easy on the eyes,Hard on the heart.,'Cause you're easy on the eyes,Hard on the heart,You look so good but the way things look ain't the way they are,Better say goodbye ,Before this goes too far,'Cause now I realize you're easy on the eyes,Hard on the heart.,You're easy on the eyes,Hard on the heart,You look so good but the way things look ain't the way they are,Better say goodbye ,Before this goes too far,Now I realize you're easy on the eyes,Hard on the heart.,Now I realize ,You're easy on the eyes,Hard on the heart...
,
,
",,
,"Terri Clark,When Boy Meets Girl", When Boy Meets Girl,"First it's baseball, arcades in the mall,Skipping out of study hall to hang with the guys,Then it's fast cars, rock and roll guitars,Lighting up behind the barn and not knowing why,But his life is about to change,He's never gonna be the same,And he'll be living in a different world,When boy meets girl,One smile, one look, he's nearly on the hook,Got it bad and feeling good all over inside,He ain't got a clue what he's going through,But he's going to just give him time,'Cause his life is about to change,He's never gonna be the same,He'll be living in a different world,When boy meets girl,He never polished his boots before,Never thought about what he wore,Never knew he could feel like that,Now there ain't no way he can ever go back,Oh yeah, his life is about to change,He ain't never gonna be the same,And he'll be living in a different world,When boy meets girl,His life is about to change,He's never gonna be the same,He'll be living in a different world,When boy meets girl,When boy meets girl,When boy meets girl
,
,
",,
,"Terri Clark,If I Were You", If I Were You,"You were standin' at my front door,When I came home tonight,And I could tell by the look you gave me,You were needin' my advice,You say you want more out of life than he can give you,As a tear rolls down your face,But girl, I've seen the way he looks at you,And I know someone who'd gladly take your place,If I were you,I'd run back home tonight,Tell him everything's all right,Yeah, I know what I'd do,If I were you,I'd never let him go,I'd have someone to hold,My whole life through,If I were you,You shouldn't think you're missin' out on something,Because you wear a wedding band,'Cause I can't seem to find somebody,Who wants more than just a one night stand,You know this single life I'm livin',Ain't all it's cracked up to be,So you've come to the wrong place,If what you want is sympathy,If I were you,I'd run back home tonight,Tell him everything's all right,Yeah, I know what I'd do,If I were you,I'd never let him go,I'd have someone to hold,My whole life through,If I were you,I'd run back home tonight,Tell him everything's all right,Yeah, I know what I'd do,If I were you,I'd never let him go,I'd have someone to hold,My whole life through,If I were you
,
,
",,
,Terri Clark, I Just Wanna Be Mad,"Last night we went to bed not talking,'Cause we'd already said too much,I faced the wall, you faced the window,Bound and determined not to touch,We've been married seven years now,Some days it feels like 21,I'm still mad at you this morning,Coffee's ready if you want some,I've been up since five,Thinking about me and you,And I've got to tell you ,The conclusion I've come to,I'll never leave, I'll never stray,My love for you will never change,But I ain't ready to make up or get around to that,I think I'm right, I think you're wrong,I'll probably give in before long,Please don't make me smile,I just want to be mad for a while,For now, you might as well forget it,Don't run your fingers through my hair,Yeah that's right, I'm being stubborn,No, I don't want to go back upstairs,I'm going to leave for work ,Without a goodbye kiss,But as I'm driving off,Just remember this,I'll never leave, I'll never stray,My love for you will never change,But I ain't ready to make up or get around to that,I think I'm right, I think you're wrong,I'll probably give in before long,Please don't make me smile,I just want to be mad for a while,I'll never leave, I'll never stray,My love for you will never change,But I ain't ready to make up or get around to that,I think I'm right, I think you're wrong,I'll probably give in before long,Please don't make me smile,I just want to be mad for a while,I just want to be mad for a while,I just want to be mad for a while,I just want to be mad for a while
,
,
",,
