album,singer,song,lyric,written_by,genre
,Maria Mena, The End,"Is it over?,Is it over now?,Can I open my eyes?,Are you done?,I hope death is as glamorous as,You dreamt it would be, I pray for your sake it's that,I hope you found your way,,Got fabulous seats,Tickets, a front row view to witness our grief,You yearned for the tomb,The comfort of your mother's womb,The sense of control,When left on your own,I yearned for a part,Of your decision, a place in your heart,A say in the matter before you'd depart,Have you ever loved, have you ever feared,That your heart could burst from pain,If I was not there,You gave life to us, your father and I,Then took it away,Without telling us why,You yearned for the tomb,The comfort of your mother's womb,The sense of control,When left on your own,I yearned for a choice,A last chance to hear your frail voice,Tell me ""it's alright,,Get back to your night"",I yearn for a fight,A scream that wakes us in the night,And hour of tears,To hug away your fears,Not this clinical silence,And a name I can no longer say,Not bottomless sadness,That you went away.
,
,
",,
,The Black Eyed Peas, Now Generation,"We are the Now Generation,We are the Generation Now,This is the Now Generation,This is the Generation Now,I want money,I want it-want it-want it,Fast internet,Stay connected in a jet,Wi-fi, podcast,Blasting out an SMS,Text me and I'll text you back,Check me on the iChat,I'm all about that http,You're a PC, I'm a Mac,I want it...,MySpace in your space,Facebook is that new place,Dip divin' socializin',I'll be out in cyberspace,Google is my professor,Wikipedia checker,Checkin' my account,Loggin' in and loggin' out,Baby, I want it...,Now!,This is the Now Generation,This is the Generation Now,We are the Now Generation,I want-I want-I want it now,I want the cold hard cash,I want-I want-I want it now,And I just can't wait,I need it immediately,And I just can't wait,I want it immediately,'Cause if time can't wait then,I sure can't wait,I ain't got no patience,No, I sure can't wait,Not today,We are the Now Generation,We are the Generation Now,This is the Now Generation,This is the Generation Now,I want money,I want cold hard cash,I'll take your dollar and your Euro,And go have a blast,So take your day and your credit,And stick it up your ass,And do it now!,I want it now!,Big money, give me mo' money,(Yeah I want it now!),I need cas...man I need it bad,(I want it now!),Quick in a hurry,Like your name is Flash,(I want it now!),You make me wait?,And Imma whip yo' ass,(I want it now!),I want it now baby!,(Now!),I want it,(Now!),I want it,(Now!),Now!,Fast, rapido,Really quick, like torpedo,""Need for Speed"" is my credo,You need to feed this negrito,Send it by your brother Bolt ,Rapid like a thunderbolt,Activated, rock the boat,Just ask Barack who brought the hope to,Now!,It was a Now Generation,And I just can't wait,I need it immediately,And I just can't wait,I want it immediately,'Cause if time can't wait then,I sure can't wait,I ain't got no patience,No, I just can't wait,Not again,Expediate,No time for procrastination,Expediate,Improve my sensuation
,
,
",,
,The Black Eyed Peas, Missing You,"I can't stand another night,Stand another night,Without you,Since you've been away,Everything don't seem like they used to be,Between you and me,'Cause I'm missing your (ah-ah-ah-ah-ah-ah),I'm missing your love (love-love-love),I'm missing your (love-love-love),I'm missing your love (love-love-love),I'm missing your love (love-love-love),I'm missing your love (love-love-love),Yo. Yo. Yo.,Everyday-Everyday that you gone,I'm singing that sad song,If loving you is wrong,Then-Then I must be wrong,Even-Even when I'm gone (don't go away),Our-Our love is strong (don't go away),You the one I want (don't go away),You're my nuh-You're my nuh-You're my number one,Yeah, our love ain't goin' out of fashion,I need your love, your passion,But love is everlasting, -lastin', (-lastin', -lastin'),(-Lastin', -lastin', -lastin'),Since you've been away,Everything don't seem like they used to be,Between you and me,'Cause I'm missing your (ah-ah-ah-ah-ah-ah),I'm missing your love (love-love-love),I'm missing your (love-love-love),I'm missing your love (love-love-love),I'm missing your love (love-love-love),I'm missing your love (love-love-love),When I'm out on the road (I'm missin' you),Rockin' them shows (Missin' you),Up in Monaco (I'm missin' you),Making gold,When I'm AC plus (I'm missin' you),And glamorous (Miss kissin' you),But I miss your touch (I'm missin' you - oh-oh-oh),Yeah, I miss your touch,I spend all my time (Missin' you),With you in mind (Missin' you),My mind's on you,'Cause all I am is missing you (I'm missin' you - missin' you),(I'm missin' you),(I'm missin' you),Since you've been away,Everything don't seem like they used to be,Between you and me,'Cause I'm missing your (ah-ah-ah-ah-ah-ah),I'm missing your love (love-love-love),I'm missing your (love-love-love),I'm missing your love (love-love-love),I'm missing your love (love-love-love),I'm missing your love (love-love-love),Girl, I aint never had nothin' like this,When I'm all sprung caught up like this,Maybe it's your face, girl,Maybe it's your lips,Maybe it's the way you shake them hips,Baby it's the way you do what you do,That got me all love struck on you,I'll be just like an umbrella,The way I'm all over you,I know them other voice be callin' you,But they just want a piece,I want all of you,Take my time just spoilin' you,'Cause I know I'm in love with you (with you - with you),Please, baby, don't go,I'm needin' you now,I'm missin' you - Oh oh oh,I'm missin' you - Oh oh oh,I'm missin' you - Oh oh oh,I'm missin' you - Missin' you,I'm missin' you - I'm missin' you,Hey!,I miss your love, girl (love-love-love),I miss - I miss your love,I miss your love, girl (love-love-love),I miss - I miss your love,Hey!,I miss your love, girl (love-love-love),I miss - I miss your love,I miss your love, girl (love-love-love),I miss - I miss your love...love...love....
,
,
",,
,"The Black Eyed Peas,Kidz Bop,Grand Theft Auto V,Number-One Hit,Meet Me Halfway", Meet Me Halfway,"Oooooo...,I can't go any further than this,Oooooo...,I want you so badly, it's my biggest wish,Cool,,I spend my time just thinking, thinking, thinking 'bout you,Every single day, yes, I'm really missing, missing you,And all those things we used to, used to, used to, used to do,Hey girl, wassup, it used to, it used to be just me and you,I spend my time just thinking, thinking, thinking 'bout you,Every single day, yes, I'm really missing, missing you,And all those things we used to, used to, used to... (Used to do),Hey girl wassup,,Yo, wassup, wassup, wassup,Can you meet me halfway, right at the borderline,That's where I'm gonna wait...for you,I'll be looking out, night and day,Took my heart to the limit,And this is where I'll stay,I can't go any further than this,I want you so bad, it's my only wish,Girl, I travel around the world and even sail the Seven Seas,Across the universe, I go to other galaxies,Just tell me where to go, just tell me where you wanna meet,I navigate myself-myself to take me where you be,'Cause girl I want, I-I-I want you right now,I travel uptown-town, I travel downtown,Wanna have you around-round, like every single day,I love you always-ways, I'll meet you halfway,Can you meet me halfway, right at the borderline,That's where I'm gonna wait...for you,I'll be looking out, night and day,Took my heart to the limit,And this is where I'll stay,I can't go any further than this,I want you so bad, it's my only wish,I can't go any further than this,I want you so bad, it's my only wish,Let's walk the bridge to the other side,Just you and I (Just you and I),I will fly, fly the skies, for you and I (For you and I),I will try, until I die, for you and I,For you and I  (For you and I),For-for-for you and I (For you and I),For-for-for-for you and I (For you and I),For-for-for you and I (For you and I),(For you and I),Can you meet me halfway,Can you meet me halfway,Can you meet me halfway,Can you meet me halfway,Meet me halfway, right at the borderline,That's where I'm gonna wait...for you,I'll be looking out, night and day,Took my heart to the limit,And this is where I'll stay,I can't go any further than this,I want you so bad, it's my only wish,I can't go any further than this,I want you so bad, it's my only wish
,
,
",,
,Maria Mena, Lover Let Me In,"Over the years I've made an effort to,change my position, change my point of view,I have a past that I can't be disloyal to,But as the hurricane of change evolved,Created a mess 'round every problem solved,Thought not to build new foundations,Rip the old one out,Lover, lover let me in,I belong under your skin,I fall down,I fall down,catch me now,catch me now,We made it through hell and back, our hearts intact,But the faith I had gained you seemed to lack,You had some parts of me you clearly couldn't shake,But I am a changed woman, a different girl,I wanna show you around my brave new world,but don't you dare treat me according to where I've been,Lover, lover let me in,I belong under your skin,I fall down,I fall down,catch me now,catch me now
,
,
",,
,Maria Mena, I'm Only Human,"Wish I could see it,Not only feel it,It's on the inside,It's on the inside,Wish I was sleeping,Then I'd be dreaming,Can't find a reason,For my body's treason.,I'm only human,I'm only human,I'm only human,I'm only human,My womb rests slanted,Took it for granted,And when a heart stops,The deafening shock,Wish I was bleeding,Then you could see it,But it's on the inside,It's on the inside,I'm only human,I'm only human,I'm only human,I'm only human,I'm only human,I'm only human,I'm only human,I'm only human,I'm only human,I'm only human,I'm only human,I'm only human,Wish I was bleeding,Then you could see it,But it's on the inside,It's on the inside
,
,
",,
,Maria Mena, You're All Telling Stories,"You look like you just lost your dearest friend,Played a round of a sisterly game called pretend,The dice landed on feelings not returned,I was a fool, I didn't learn; close to the fire, felt the burn,This is a tale about loyalty to me, of friendships,And of course amicably I must apologize my cold goodbye,This is my life, the reason why you're not allowed here back inside,I remember when I first laid eyes on you,I thought here's one that understands my truth,You seemed as openly closed as myself,I felt intrigued, I felt unwell; I had no choice, I had to tell,But once entrusted with my biggest fears,I've questioned where I had you through the years,You kept a portion of my heart to sell,You didn't treat it very well, although I begged you not to tell...,You're all telling stories, you're all telling lies,How come you're so blurry? You're all in disguise,There are some people you'll know all your life,A constant group that leave you feeling safe,But I have learned that some are there to change you,Leave you wiser, rearranged, but then are better left estranged,I heard you met him out the other night,And drunkenly expressed with all your might,That you still miss our friendship but abstain from taking action,Still the same, I don't miss fractions, can't complain,You're all telling stories, you're all telling lies,How come you're so blurry? You're all in disguise,You're all telling stories, you're all telling lies,How come you're so blurry? You're all in disguise
,
,
",,
,Maria Mena, All The Love,"How can you call yourself a daughter?,You must have got it from your mother,You're blaming her for damage,I blame you for mine,There must be something in the water,You passed it down a generation,I've seen the years of pain I'm facing,So it has to end with me,I have to make a promise,A swear to all my future daughters,I will not abandon you,I will always tell the truth,Even if it's killing me,Even if it hurts I'll set it free,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the,I'm on a ledge in life, I'm leaping,The ground is softer down below,From now I'm in charge,From now I'm the parent,I swear to you I'll be transparent,I will not abandon you,I will always tell the truth,Even if it's killing me,Even if it hurts I'll set it free,I'll make sure you're well prepared,Know to only thing to fear is fear,All the loving of the world,Can't replace your mother's baby girl,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the,All,All all,I will not abandon you,I will always tell the truth,Even if it's killing me,Even if it hurts I'll set it free,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the, all the,All the loving, all the,How can you call yourself a daughter?,You must have got it from your mother,So this has to end with me,I have to make a promise,I swear to all my future daughters
,
,
",,
,Maria Mena, Madness,"In love I watched you change into a man,Mirrored in my skin you looked your best,And I would rather you stay innocent ,Than you discovering who I really am,I would've worn a warning,If I knew what was wrong,But you discovered layers,That I knew nothing of,Convinced that you could save me,Took years to see the truth,That it had been imprinted,Set in rock start from youth (?),There's a certain kind of madness,That just cannot be explained,Under sympathetic sadness,Beastly anger left untamed,There's a certain kind of pleasure,In seeing lovers squirm like snakes,It's how easily I measure,Just how much me you can take,I really tried to tell you,Run away whilst free,While I try to uncover,What's really haunting me,I'd rush while bobbing under,Mouth open, bending knees,It's true what people tell you,About the apple and the tree,Did you consider leaving,When you saw her and me,Talking is charm intriguing (?),Until I let you see ,There's a certain kind of lover,Makes you question who you are,Makes you hand over your powers,Leave a bulging heart-shaped scar,There are certain kind of memories,That I don't know where to place,Cannot shake, cannot pretend that,These are things I can erase,I do not understand you,Though grateful for your love,The demon is an old friend,You cannot free me of,(Oh),There's a certain kind of lover,Makes you question who you are,Makes you hand over your powers,Leave a bulging-heart shaped scar,There are certain kind of memories,That I don't know where to place,Cannot shake, cannot pretend that,These are things I can erase,I do not understand you,Though grateful for your love,The demon is a old friend,You cannot free me of
,
,
",,
,Maria Mena," Caught Off Guard, Floored By Love","Here comes another broken heart,Spotted a while back,Back at the start,We're oddly getting used to this aren't we?,Sunday sober loneliness,I'm it's inventor,Reigning princess,I'm contemplating giving in,Keep drinking.,But they say, just when,You're not afraid,Not expecting,You will be caught off guard,Caught off guard, caught off guard,Caught off guard, caught off guard,Floored by love, floored by love,Floored by love, floored by love,I don't know if I'm capable,Of loving madly, I've never tried the,Unapologetic kind of falling.,I don't know if I'm lovable,,I don't know my own worth,But I know my soul.,I'll wait my turn, I want to learn, I'm ready.,But they say, just when,You're not afraid,Not expecting,You will be caught off guard,Caught off guard, caught off guard,Caught off guard, caught off guard,Floored by love, floored by love,Floored by love, floored by love,I wanna be caught off guard,Caught off guard, caught off guard,Caught off guard, caught off guard,Floored by love, floored by love,Floored by love, floored by love,You will be caught off guard,Caught off guard, caught off guard,Caught off guard, caught off guard,Floored by love, floored by love,Floored by love, floored by love
,
,
",,
,Maria Mena, You Make Me Feel Good,"You'd be the last one to ever confess,That we hadn't been all good so I was impressed,That once I was done fighting, (the) problem was found.,You held me responsible but still stuck around.,It's the end of an era for the powerless pair,Let's regain our strength while we let down our hair,And toast to our future and tumultuous past,If ever we're down say this too shall pass.,You make me feel good, good, good,You make me feel good, good, good,You make me feel good...,I'm all for romance but I now know too much.,Than to dream of a life made of fluff, out of touch.,I chose out of love made by two open hearts.,I know that I'm loved for me, not playing a part.,There's no point in fighting, our aim is the same.,A marriage where balance takes over the reins,A place where we both have individual minds,That melt into one clear thought once in a while.,You make me feel good, good, good,You make me feel good, good, good,You make me feel good...,You make me feel good, good, good,You make me feel good, good, good,You make me feel good...,You make me feel good, good, good,You make me feel good, good, good,You make me feel good...
,
,
",,
,Maria Mena, It Took Me by Surprise,"I would react badly,To the slightest hint of hesitance ,He’d bend awkwardly to suit my mood,No word from his defense,I’d cry knowing how my tears,Felt like acid burning through his skin,Pushed every little button,But the right one that would let me in,Now he’s afraid of me,Now he’s afraid of me,It took me by surprise,The hatred in his eyes,I’ve pushed this man as far as he could go,But he lacked the words to let me know,He acted out, now I can see it is my fault,I made changes,That went unnoticed,Sang songs for deaf ears,He mistook my silence for punishment,As it had been all these years ,I’d cry knowingly how my tears felt like acid burning through his skin,Now he’s afraid of me,Now he’s afraid of me,It took me by surprise,The hatred in his eyes,I’ve pushed this man as far as he could go,But he lacked the words to let me know,He acted out, now I can see it is my fault
,
,
",,
,Maria Mena, I Love You Too,"It's not been an easy ride,No count of the tears I've cried,At one point I thought we'd lost,Sight of the price its cost,you were at your wits end ,Tried but could not defend,Your unconditional love for me,and I couldn't set you free ,Because I loved you too,I loved you too,You created an out for me,Thought I'd prepare to leave,But you did not expect,My heart wasn't quite there yet,You showed me the truth about me,I listened defensively,Saw myself through your eyes,at that point I realized,That I loved you too,I loved you too,He opened the door for me,He stood there courageously,A church full of the folks we love,And nothing to be scared of,Because I love you too,I love you too,I love you too,I love you too
,
,
",,
,Maria Mena, I Always Liked That,"Should make me admit I'm broken, I'm broken shouldn't it,After all that I've preached I still cannot accept that I'm not a fit,And once led off course the snow ball snow balling down my spine,Draws a imperfectly imperfect line,Is it just the weight cause the weight is what weighs me down again,Or is that the scapegoat, the overly clumsy friend,There to take on the blame for what's really happening,The circle must come to an end,And I always liked that about me,That I know what I am fighting for,And for this I'd go to war,Weapon in mind is my mind's skin,Swaddled around the only body part that should matter, my heart,The only way is to let go,Get rid of all the fear,Of not being perfect,My goal seems perfectly clear,I'm terrified if I let go I also lose myself,And I don't want to be somebody else,And I always liked that about me,That I know what I am fighting for,And for this I'd go to war,Weapon in mind is my mind's skin,Swaddled around the only body part that should matter, my heart,And I always liked that about me,That I know what I am fighting for,And for this I'd go to war,Weapon in mind is my mind's skin,Swaddled around the only body part that should matter, my heart,What if I've always been good enough in my skin,,Good enough in my skin,What if I've always been good enough in my skin,,Good enough in my skin,And I always liked that about me,That I know what I am fighting for,And for this I'd go to war,Weapon in mind is my mind's skin,Swaddled around the only body part that should matter, my heart
,
,
",,
,Maria Mena, Am I Supposed to Apologize,"I wrote a song, a journal,Gave it to the world,Told the story,Of when I was just a girl,I sought understanding,Clarity in truth,By baring all the wounds,Inflicted on my youth,You criticized my choice,To stand up to my past,To give the pain a voice,So that it too could pass,But I felt brave,And filled with pride as I let go,Of bitterness that wouldn’t leave or let me grow,And I will spend a lifetime,Trying to understand,Why someone sharing my bloodline,Would not lend me their hand,Am I supposed to apologize?,Am I supposed to apologize?,I loved her more than myself,But she made me choose,Between her and my father,And so I refused,I fled her house and wrath,Eleven years of age,Followed the crooked path,That led me to a stage,The curtains opened up,My heart followed the lead,The music wouldn’t stop,And I could finally breathe,But I will spend a lifetime,Trying to understand,Why someone sharing my bloodline,Would not lend me their hand,Am I supposed to apologize?,Am I supposed to apologize?
,
,
",,
,Maria Mena, Interesting,"If I had the chance to go back in time,I tell the younger me to breathe,Cause you'll be fine,Trust the path you're on and dream,Write down the words on your mind,On your mind,I once thought that a life lived in peace,Would lack any interesting aspects,That only suffering creates new ones,But I'm in my most inspired ,In the arms of those who love me,Layers of life only we see,Only we see,Shit just got interesting, shit just got interesting,Shit just got interesting, shit just got interesting,Interesting, shit just got interesting,Shit just got interesting, shit just got interesting,If I could say one thing and know that,The whole world was all ears,I'd say why you listening to me?,Follow your instincts,It's easy once you're honest with yourselves,You do not need any help,Any help,Shit just got interesting, shit just got interesting,Shit just got interesting, shit just got interesting,Interesting, shit just got interesting,Shit just got interesting, shit just got interesting,Ooooooh, ooooooh,Shit just got interesting, shit just got interesting,Shit just got interesting, shit just got interesting,Interesting, shit just got interesting,Shit just got interesting, shit just got interesting
,
,
",,
,Maria Mena, Money,"I’m not scared of consequences,Don’t believe in god ,I trust this moment,I am helping her, the rest of you are vultures ,Where were you when our father passed away,I stayed and helped her pay her bills,She drank her pain away,She’s always been so helpless,The cause of aging is undecided,But she must be stored away,Our family’s always been divided,Why cooperate today?,Oh you smell money, money,She reeks of money,You’re my sister,But you never came around on Christmases,You travelled, kept great distances,Between you and your family,I’ve been the kind of son I always wanted for myself,My kids are flawed,Look at my ex-wives,I deserve some compensation,The cause of aging is undecided,But she must be stored away,Our family’s always been divided,Why cooperate today?,Oh you smell money, money,She reeks of money
,
,
",,
,Maria Mena, Fuck You,"Slouched behind the keyboard,Your fingertips are nails,I bet face to face,Your social skills surprisingly fail,Come a little closer,I didn't catch your name,Insult me all you want to,But dare you do it to my face,Fuck you, fuck you,Fuck you, fuck you,You're entitled to your opinion,But I must ask you why,If all you say is hurtful,I would take to heart your written sigh?,It was heavy on the intent,But light in its effect,And when I'm the subject,Here's the reaction you can expect,Fuck you, fuck you,Fuck you, fuck you,Fuck you, fuck you,Fuck you, fuck you
,
,
",,
,Maria Mena, Secrets,"There’s a room inside your gut,Close the door and keep it shut,Let no daylight enter in ,And the punishment begin,Who are you now to decide,Whether or not I can,Be exposed to what you hide ,Just be a strong and silent man,But every wrong turn that you make will also be my mistake,Cos we’re connected through our hearts ,And the devastating part is that I foolishly defended you to myself,But secrets always have a way of coming out.,I’m beginning now to see,What you must have thought of me,In a body cast of glass ,Life-changing information should just pass.,But I don’t break that easily,And if you’d dare then you would see,That I’ve been carrying all the weight ,Of the burdens on your plate.,But every wrong turn that you make will also be my mistake,Cos we’re connected through our hearts ,And the devastating part is that I foolishly defended you to myself,But secrets always have a way of coming out.,But every wrong turn that you make will also be my mistake,Cos we’re connected through our hearts ,And the devastating part is that I foolishly defended you to myself,But secrets always have a way of coming out
,
,
",,
,Maria Mena, Takes One to Know One,"You've lived a haunted life,Tried to imagine how I'd feel,If I was thrown into the public eye,Before my wounds had healed,The way you flashed us with your,Scars and told us about your rules,Like we were students in your ""how-to-be-dramatic"" little school,Now I can understand how,After all that you've been through,You'd lock yourself inside,Waiting for us to come and rescue you,But what I can't fathom is,While imprisoned in yourself,You wouldn't ever take a look around,Just blame everyone else,Pulling the ""look-at-me-I'm-hurt"" card,Got your friends that wouldn't dare,Question any little tantrum,No, halfway – they wouldn't meet you there,Your lover fears your reactions,He's like a puppy on a leash,He doesn't tread outside your boundaries,Without saying ""please"",Now I can understand how,You'd be scared to trust again,Seeing how fame would be a magnet,For the tensions he confronts.,But what I can't fathom is,If your friends lie to keep you calm,You wouldn't ever ask yourself,Who they got that idea from,I could be scared of you,I would cater to your needs,Your dominating ways my overwhelming fear of conflict feeds,But I've learned not to get involved,By admitting more about myself,Takes one to know one honey, trust me take a look inside yourself
,
,
",,
,Maria Mena, This Too Shall Pass,"""Not again,"" I scream,Over-analyzing everything,The circle of us,Won't break its pattern,Won't cease, cause,I am your stubborn hypocritical lover,Guarded by thorns of my past,You have been wounded, bled out, anger gushing,And none of us thought it would last,The winds of your ego,The waves of my tears,Made the most perfect almighty storm that we've seen this year,But experience gathered we've learned from our past,So don't worry, darling,Cause this too shall pass,Soul-bruising, I look at you,Accusingly cause I am black and blue,Emotional fist,You are the only man who makes me feel like this,I am your weakness, I am your protector,But who will protect you from me,The damage is obvious, patch me together,Loosen your grip boy, I can't breathe,The winds of your ego,The waves of my tears,Made the most perfect almighty storm that we've seen this year,But experience gathered we've learned from our past,So don't worry, darling,Cause this too shall pass
,
,
",,
,Maria Mena, The Art of Forgiveness,"I would build walls,For miles around me,Around anything that hurt,Any sensitive category,Kept love at an arm's-length,It was natural to me,You did not agree,You said things like ""unhealthy"",And I took on the task,Of changing my pattern,All you did was ask,And the walls all came crashing,At a welcoming speed,I was convinced you'd never hurt me,And I used to cling to the back of your mind,But I must have let go,At the moment in time,When she offered careless physical joy,Both bouncing my heart around,Like a cheap rubber toy,And after countless,Hours,Of crying,Trying to forgive you,Believe you,Grow a spine and leave you,Grieve you,I've come to this conclusion,,No one prepares you when choosing to stay,How to dare share a bed again,Keep demons at bay,She took something precious,That was just meant for me,Not for her eyes to see,And I used to cling to the back of your mind,But you must have let go,At the moment in time,When she offered careless physical joy,Both bouncing my heart around,Like a cheap rubber toy,And after countless,Hours,Of crying,Trying to forgive you,Believe you,Grow a spine and leave you,Grieve you,And after countless,Hours,Of crying,Trying to forgive you,Believe you,Grow a spine and leave you,Grieve you,I've come to this conclusion,,After all the years you invested in me,All the love, tears, and possibilities,I realize that if the tables were turned around,You wouldn't leave me now...
,
,
",,
,Maria Mena, My Heart Still Beats,"Nobody said it was gonna be easy,But when I forgive there are no string attached,Was not gonna bring up your flaws in an argument,Not gonna rest on a counter-attack,When you first revealed your betrayal,My first reaction was ""how dare you rob me of my trust"",But not even this would be able to shake,Our foundation 'cause it was created by us,I can still see you,Front row point of view,We spent our entire relationship fighting each other,Our goals were exactly the same,I put you through hell by demanding apologies,Even though I was the one causing pain,With your little mishap the ball was in my court,To prove I could be the stronger one of us,By taking over the role you so elegantly played,Those years when I needed a rock,I can still see you,Front row point of view,I hurts, but I'm not about to give you up,Though broken, my heart still beats, it will not stop,Stop.
,
,
",,
,Maria Mena, Habits,"I am a creature of habit,And I move in circles around you,I will admit there's a pattern,One I created myself,None of my lovers dared leave me,I grew impatient and stale,Didn't look back once I'd left them,Cause I always expected to fail,But this time it's different,The rules don't apply,But I need some distance to step out of line,So grant me this wish and meet me back here in a year,If we still exist, I can let go of my fear,Fear of normalcy,Fear of the solid walls of our future and let go of my past,I must be crazy to want this,Cause you are the girl of my dreams,But I'm prone to ruin the good things,Cautious 'round balance it seems,But with you it's different,The rules don't apply,But I need some distance to step out of line,So grant me this wish and meet me back here in a year,If we still exist, I can let go of my fear,Fear of normalcy,Fear of the solid walls of our future and let go of my past,So grant me this wish and meet me back here in a year,If we still exist, I can let go of my fear,Fear of normalcy,Fear of the solid walls of our future and let go of my past
,
,
",,
,Maria Mena, Homeless,"What is in this wine?,The more I drink the more I wander off,Into a stranger's eyes,I like the way that they reflect my thoughts,What is in this air?,It feels like feathery dust everywhere,And as I breathe it in,I breathe the masculine scent of his skin,And I feel homeless,Your comfortable caress,Has triggered unfamiliar restlessness,You and I are we,I feel I've lost my individuality,You're watching me rebel,Believing stories only hearts can tell,But when is it enough?,When do I call my feelings on their bluff,And I feel homeless,And I remember us now,But I forgot what we felt like,Somewhere along the way
,
,
",,
,Maria Mena, Dear...,"I'll always treasure the naivety ,Of the past we've shared ,Our bodies grew much faster than our minds ,But together we got good at stopping time ,My teen angst drove me to hurt myself ,And I made you watch ,Oh the pain I must have caused ,But by staying around you saved my life (saved my life) ,We were never meant to be lovers ,Just fellow late bloomers ,Who blossomed apart,Who blossomed apart ,Watching my parents ,made me look for something destructive ,And there you were ,With all the characteristics of my mom ,Familiarity of home ,The geographic gap let to forced adulthood ,And your rage exposed ,I'm glad we left things when we did ,I doubt I'd survive another bloody moan (bloody moan),We were never meant to be lovers ,We just mirrored each other's,self destructiveness,self destructiveness,The spotlight burned in the room when we were together ,And we played our parts ,And I wore an imaginary tv screen ,So you never got to touch my heart (touch my heart),We were never meant to be lovers ,Our egos fed of each other ,And died overweight,And died overweight,I thought I'd seen it all when you first walked in ,But you shut me up ,And challenged every wrong perception I've had of myself ,And you haven't ever stopped
,
,
",,
,Maria Mena, Viktoria,"I looked away,,The other day,,Growing up slowly.,Have you ever heard me,Laugh so easily,,It's cos I'm growing up slowly.,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,Me and my confidence,,We're now more than friends,,We're growing up slowly.,She lives in me,,She whispers when I sleep,,She says ""you're growing up slowly"",Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,I have let go of my daemons,,They left me when I sang the truth,,No bulges I'm finally even,,I can break all my rules.,When I was ten,,My mother changed my name,,She said ""you're gonna grow into it"",It took quite some time,,But today it feels like mine.,I guess I grew slowly.,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,Oh, Viktoria,I have let go of my daemons,,They left me when I sang the truth,,No bulges I'm finally even,,I can break all my rules.
,
,
",,
,"Maria Mena,Kiss,I Was Made for Lovin' You", I Was Made for Lovin' You,"Tonight I wanna give it all to you,In the darkness,Theres so much I wanna do,And tonight I wanna lay it at your feet,cause girl, I was made for you,And girl, you were made for me,I was made for lovin you baby,You were made for lovin me,And I cant get enough of you baby,Can you get enough of me,Tonight I wanna see it in your eyes,Feel the magic,Theres something that drives me wild,And tonight were gonna make it all come true,cause girl, you were made for me,And girl I was made for you,I was made for lovin you baby,You were made for lovin me,And I cant get enough of you baby,Can you get enough of me,I was made for lovin you baby,You were made for lovin me,And I can give it all to you baby,Can you give it all to me,Oh, cant get enough, oh, oh,I cant get enough, oh, oh,I cant get enough,Yeah, ha,Do, do, do, do, do, do, do, do, do,Do, do, do, do, do, do, do,Do, do, do, do, do, do, do, do, do,Do, do, do, do, do, do, do,I was made for lovin you baby,You were made for lovin me,And I cant get enough of you baby,Can you get enough of me,Oh, I was made, you were made,I cant get enough,No, I cant get enough,I was made for lovin you baby,You were made for lovin me,And I cant get enough of you baby,Can you get enough of me,I was made for lovin you baby,You were made for lovin me,And I can give it all to you baby
,
,
",,
,Maria Mena, I'm on Your Side,"Each confession I make,Translates to you as an insult,We must rid ourselves of this habit,I once heard you say you'll never love anyone more,Then why am I still fighting you?,And it's never felt like this before,No, we have never fought like this before,But you should know,That I am on your side,I am on your side,Although it may seem useless,I am on your side,Your hands are bearing one down to the bone,But you're still holding on me,So I tightened my grip,My god I won't let you slip,But can you breath this way,And it's never felt like this before,No, we've never fought like this before,And I am on your side,I am on your side,Although it may seem useless,I am on your side,I am on your side,Love was never this frail or so good when its good,No it's never felt like this before,No it's never felt like this before,And I am on your side,I am on your side ,Although it may seem useless,I am on your side,I am on your side,I am on your side
,
,
",,
,Maria Mena, Power Trip Ballad,"The way in which I fear is solely a reflection of you ,The devastating childhood,,the power trip you forced me through ,But how could he leave you, could he fuck that whore ,He left you for, get revenge!,And by all means ask your nine year old daughter to choose ,between you, don't stay friends,Now let her in on how he's the devil,,he's just been falsely portrayed ,But force her to go stay at his house once a week ,cause you wanna get laid ,Hahaha ,Ask me why he scares me ,Do you wanna know why I'm angry? ,Can't you tell I'm crying?,Mother I don't feel good,You will always be the bitter, saddest part of me ,Your girl's in the bathroom washing her hands again ,Why doesn't she eat?,Her father left us, what about me, I can't rest, I can't sleep ,Mommy loves you, I'm just tired of you and your brother's shit ,And you know I didn't mean to hit you, but you were asking for it,Ask me why she scared me ,Do you wanna know I'm angry? ,Can't you tell I'm crying? ,Mother I don't feel good ,You will always be the bitter, saddest part of me ,You will always be the bitter, saddest part of me
,
,
",,
