album,singer,song,lyric,written_by,genre
,"Rihanna,Future,Loveeeeeee Song", Loveeeeeee Song,"[Future],Ain't nothing wrong with it,I don't wanna give you the wrong impression,I need love and affection,And I hope I'm not sounding too desperate,I need love and affection,Love, love, love, love and affection,Love, love, love and affection,[Rihanna],Oh baby, I'm not asking for the world, maybe,You can give me what I want,Baby come hold me tight ,And when I'm drowning save me,Give it to me on the daily,If I'm your girl say my name boy,Let me know I'm in control,We both grown so how we feel ,We can let it show,I I I, won't play around,I I I, I wanna lay you down,I I I, I need you now ,I need you now oh oh,[Future],I don't wanna give you the wrong impression,I need love and affection,And I hope I'm not sounding too desperate,I need love and affection,Love, love, love, love and affection,Love, love, love and affection,[Rihanna],Boy lately, you been stingy with your time,Got me wondering, I'm wondering if I'm on your mind,Boy I just wanna be in your possession,You say I'm the one you want so come express it,Don't slip, don't slip,'Cause a nigga might push up on it,Don't really wanna lose this moment,While window shopping you own this,I I I, don't put it down,I I I, don't fuck around,I I I, I want you now,I want you now oh,[Future],I don't wanna give you the wrong impression,I need love and affection ,And I hope I'm not sounding too desperate,I need love and affection,Love, love, love, love and affection,Love, love, love and affection,[Future],Can you love me for poor?,I'll set you for my soul,Whoever turned you cold,You need to let him know,I can work miracles,I'll work your physical,And when I love you close,You can feel my heart beating,Through my clothes,Future,I don't wanna give you the wrong impression,I need love and affection,And I hope I'm not sounding too desperate,I need love and affection,Love, love, love, love and affection,Love, love, love and affection
,
,
",,
,"Future,Turn On the Lights", Turn On the Lights,"I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,Is that her in the V.I.P. line,With the Vuitton and Yves Saint Laurent?,Used to drive the Nissan, now she in a Beamer,I don't want her 'cause she from the corner,And I heard that Beamer was a loner,Her old man, the owner,And I don't even drink Coronas,What type of drink you want bra?,I want champagne forever,I want dirty Sprite forever,You can come sit with me,If you'd like to change the weather,If you wanna live better,We can buy a crib wherever,Don't get too thirsty, get used to this cheddar,I wanna tell the world about you just so they can get jealous,And if you see her 'fore I do tell her I wish that I've met her,Turn on the lights,I'm lookin' for her too,I heard she keep her promises and never turn on you,I heard she ain't gon' cheat and she gon' never make no move,I heard she be there anytime you need her, she come through,Turn on the lights,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,Turn on the lights,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,Send her my way,Tell her I've been lookin' for her in the broad day,Hangin' with the dope boys in the hallways,And I know, to keep her, yeah, you gotta get that cake,Turn on the lights,I'm lookin' for her too,I heard she got a pretty face and stand up like a stallion,I heard that she a precious jewel, you treat her to medallions,I wanna be the one to find out if I go to prowlin',And if I get the number, you know I can't wait to dial it,And if we get together, girl, you know we gon' be wylin',And when we get together we make magic and it's ours,Whenever you up here ain't nothin' nobody can do about it,Turn on the lights,I'm lookin' for her too,I heard she keep her promises and never turn on you,I heard she ain't gon' cheat and she gon' never make no move,I heard she be there anytime you need her, she come through,Turn on the lights,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,Turn on the lights,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,She a hood girl,But she a good girl,She been mislead,Now she ready for the world,I want your energy,To take control of me,I've tried to go to sleep,And seen her in my dreams,Just in case I run across her today I'm a stay clean,Just in case she recognize a face, send her to me,And tell her I've been lookin' for her with a flashlight,You can't tell a nigga nothin' because I got my cash right,And tell her if she honest and promise she stay true,Make sure when you tell her, tell her we goin' past the moon,Turn on the lights,I'm lookin' for her too,I heard she keep her promises and never turn on you,I heard she ain't gon' cheat and she gon' never make no move,I heard she be there anytime you need her, she come through,Turn on the lights,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,Turn on the lights,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her,I'm lookin' for her
,
,
",,
,Future, You Deserve It,"""You Deserve It"",(Hook:),You deserve it,You deserve it,You deserve it, Future,You deserve it,You deserve it,You deserve it,You deserve it, Future,You deserve it,I done paid so many dues,I never lose my cool,Just the other day, my lil' cousin call me from school and said,You deserve it,You deserve it,You deserve it, Future,You deserve it,(Turn it up),(Verse 1:),Ain't asked for this, I worked for this,I was in the dungeon, that place's a sin,Catch the jiggers, not paying attention,No harm, nigga, my slang tremendous,I'm better than you and I know it,I will show it,You ain't flowin' how I'm flowin',That's why I'm goin',Places you ain't goin',No one can go in,They knowin' it and I'm glowin',To a mother I come up with discretion,I pick that up from rico,My cousin had my back from day one,Gon' keep a month up,I believe we keepin' to one thousand and stayin' humble,You're right, I told 'er take through to jungle,Keep it slammin', tell the T when I was standin' on the corner,Went to studio, just put that crack of heavy on it,(Hook),(Verse 2:),I go so fuckin' hard, till my heart skip a beat,I always been expensive, ain't nothin' about me cheap,I'm tha realest nigga you'll see,Since Michael Jackson - Billie Jean,I was plannin' can't even rappin',Sometimes I feel I wanna sing,My passion (my passion),It goes without bein' said,Tha fruits of my labor,I laid down a solid foundation,You water a seed too long and it will grow,You stay down and grind for long and it's gon show,It brings water to my eyes just to hear me on the radio,You wouldn't understand the route I had to take to get here so,I worked for this (I worked for this),It didn't come easy (It didn't come easy),My people hit me up and said these rappers cheezy, cause,(Hook),Itunah
,
,
",,
,Future, Same Damn Time,"I wear Gucci, I wear Bally at the same damn time,On the phone, cooking dope, at the same damn time,Selling white, selling mid, at the same damn time,Fucking 2 bad bitches at the same damn time,At the same damn time, at the same damn time,At the same damn time, at the same damn time,I'm on Pluto I'm on Mars at the same damn time,On the sofa, poppin bottles at the same damn time,Gucci made in Italy, Bally belt I'm killin shit,The way I rock a jimmy Chu's the word got out I'm dealin it,I fuck her she a immigrant,Don't touch her she got benefits,Bussin down them benjimans,Fuckin up on Louie kicks, that's the way I'm kickin it,Pharaoh garment cover me,Puerto Rican, Japanese, we laid up at the Double Tree,Yellow ice a bumble bee, pinky ring a quarter key,Iphone a metro, twerking off the whole thing,My ear ring a jelly bean, gansta lean and ireine,Red eyes no visine, I'm loc'd out on the bean,Horse shoes on my jeans, robbin jeans with the wings,Yellow bone on the team, trafficin that Yao Mings,Space boots with the spikes, go to AZ on a flight,Mail a hundred over night, Yeah yeah yeah yeah,I wear Gucci, I wear Bally at the same damn time,On the phone, cooking dope, at the same damn time,Selling white, selling mid, at the same damn time,Fucking 2 bad bitches at the same damn time,At the same damn time, at the same damn time,At the same damn time, at the same damn time,I'm on Pluto I'm on Mars at the same damn time,On the sofa, poppin bottles at the same damn time,I'm in Fifs with the sack going crazy,Got some diamonds around my neck no flugazy,Bad bitches in the suite, trying to bathe me,Just a young hood nigga, streets raised me,Working with a unit try and stretch it to another one,Drinking on that active and it taste just like some bubble gum,Thumbing through a check, boarding on the jet,Talking on the iPhone, sipping out the Styrofoam,That dirty got my mind gone, that money got my mind blown,VVS and white stones, VVS and white stones,I'm rolling like a rolling stone,Free Bands on Al Capone,And my cash way long, (turned up),I see a bunch of clones,I wear Gucci, I wear Bally at the same damn time,On the phone, cooking dope, at the same damn time,Selling white, selling mid, at the same damn time,Fucking 2 bad bitches at the same damn time,At the same damn time, at the same damn time,At the same damn time, at the same damn time,I'm in Pluto I'm in Mars at the same damn time,On the sofa, poppin bottles at the same damn time,Give me an apartment and some water and I can swim,Got that gambino jumping out the gym,My young nigga servin jays outside crim,Jump across from me you know your chances slim,In my Aviator Gucci, like I'm driving planes,Flyin cash in cash money, smell like cocaine,Doin Birdman numbers, makin flips like Jackie Chan,Walk inside the jeweler drop a bail on ya rinng.,Spent so much at Louie gave me free champagne,In Bel Harbor shoppin and they doing the same thang,And I keep my cup with me like a pimp,I check a Magic Don Juan, take a glimpse,Spike Lee need to get this shit on film,I wear Gucci, I wear Bally at the same damn time,On the phone, cooking dope, at the same damn time,Selling white, selling mid at the same damn time,Fucking 2 bad bitches at the same damn time,At the same damn time, at the sae damn time,At the same damn time, at the same damn time,I'm on Pluto I'm on Mars at the same damn time,On the sofa, poppin bottles at the same damn time.
,
,
",,
,Future, Tony Montana,"Fuckin' cockroaches,Motherfuckin' freebandz.,Want me to be the bad guy,Wanna play, cartel nigga,Tony Montana, Tony Montana, Tony Montana, Tony Montana,Check up out my ears,Tony Montana, Tony Montana, Tony Montana,I'm 'bout to cop the Porsche,Tony Montana, Tony Montana, Tony Montana,You leave me no choice, take em to,Tony Montana, Tony Montana, Tony Montana,I take over the streets, fresh off the banana boat,I come straight from the east, where niggas split your canteloupe,You tell me what you want of me I'm coming with a gang of dope,My cigar full of loud,I'm laced up to the fucking fo',A Porsche Carrera, Panamera, 911,I do the whole dash, dropping all cash,Gutta to the death of me I'm sticking to the recipe,Slug, deal with Columbians, I know Sosa,All I got is my balls and my word, fuck the Roaches,Everything we do, we put Versace on the sofa's,The money got me heat, like I took a hit of coka,My life is a movie, I gotta stay focused,On the hood you see the Stallion,Passenger a stallion,Niggas getting nervous,I'm passing out the valium,I suggest you pop it,But please don't get too sleepy,Used to have them bitches twirkin',Up in 400 West Peachtree,Bet ya those same hoes'll see me,Be like that's how you feeling,Used to stay up after 12,Now your worth like 12 million,Boy you did, boy you did it,You did the unexpected,I say fuck the unexpected,I just did what I projected,I swear young women are lost these days,While older women dig me,Fucking women that knew Biggie so,We really ain't no biggie,It's just OVO and XO and freebandz of committee,And shout out to Toronto,Bitch I'm Tony in my city,Another shot of Quelo,She be comin' back to peso's,When ya blood is ya pedro, it's hard for hoes to let go,See AK's ain't no bitch, nigga I'll split yo tato,Ain't nothin' 'bout me ordinary, I come with the yayo,I move like I'm odd balls, it's gon take an army,The world is mine nigga u get it if u want it,You fuckin with me you'll move to Alaska by the mornin,You want me to be the bad guy, ok it's on then,Champagne spillin', crabcakes everywhere,My white bitch trippin she say ain't playin' fair,I'm bout to cop a tiger and put it in the castle,Freebandz accompany it so nigga it don't matter aye
,
,
",,
,Future, Neva End,"(Intro:),We don't want it,We don't want,We don't want it neva end,We don't want,We don't want it neva end,We don't want,We don't want it neva end,We don't want it neva,(Hook:),We don't want it neva end,It's like our life is just begin,You walkin' out, you comin' back again,Cause we became the best of friends,You got all the questions and I know all the answers,I took your heart, girl, holding it up for ransom,We don't want it neva end,We don't want,We don't want it neva end,We don't want,(Verse 1:),I could tell you was into me, from my instant chemistry,As I reflect memory, you ride or you die for me,I'll go to war over you I don't give a fuck about showing you,You know what it is, Shorty, forever my lil shawty,Long as I'm swimmin' in Benjamins, you shop with no limited,You'll see reminisce every session, know you'll come back again,I know you can't breath without me, you gon' need the oxygen,I damn near gave you an overdose, on my own medicine,I took a sip of your tea and I ain't been right ever since,As I think to myself what'd it have been heaven sent,Let's put the past behind us,And go far away where nobody can find us,(Hook:),We don't want it neva end,It's like our life is just begin,You walkin' out, you comin' back again,Cause we became the best of friends,You got all the questions and I know all the answers,I took your heart, girl, holding it up for ransom,We don't want it neva end,We don't want,We don't want it neva end,We don't want,(Verse 2:),You could leave today, I bet you'll come back tomorrow,I could see the haters comin' from a mile off,And it's preparin' us, for what we got comin',If they come your way, and you feel like runnin',Run in my direction, and don't you run from me,Cause anytime we get together, we gon stunt them,And I'm applyin' major pressure, feel it in your stomach,It's lightnin', it's thunderin', it is striking got me wonderin',Butterfly, butterfly,When you gon ever leave?,Any time you leave my side,I know you comin' back,I know you comin' back to me,(Hook:),We don't want it neva end,It's like our life is just begin,You walkin' out, you comin' back again,Cause we became the best of friends,You got all the questions and I know all the answers,I took your heart, girl, holding it up for ransom,We don't want it neva end,We don't want,We don't want it neva end,We don't want,(Bridge:),Is there anything you wanna know?,Is there any place you rather be?,You walk until your feet get sore,I bet you walking back,I bet you walking back to me,Actually that's a guarantee,Our friendship was guaranteed,You got my ego in another league,I ain't tryna be cocky,I got your heart in my pocket,(Hook:),We don't want it neva end,It's like our life is just begin,You walkin' out, you comin' back again,Cause we became the best of friends,You got all the questions and I know all the answers,I took your heart, girl, holding it up for ransom,We don't want it neva end,We don't want,We don't want it neva end,We don't want
,
,
",,
,Future, Go Harder,"Chorus:,I done been lied to,I been neglected,I done had all kind of people turn against me,You try to break me down Ima go harder,You try to break me down Ima go harder,I done took losses,I done been crossed I done heard all kind of rumors that were false,You try to break me down Ima go harder ,You try to break me down Ima go harder,You can't break me, I'm solid,I go hard Bout It,Can't break me down I break laws,Don't never abide by it,I let my hater be my motivator and keep grindin',I make my moves when I wanna make my moves cuz I ain't even tryin' to,Listen to no nother nigga talkin bout,Wat he gon do and he lyin',I see it if I want it Ima get it straight up buyin' it,I learned dat free band shit cuz free band shit clothing line I designed it,Ain't thinking bout da 13 years to see bout a young nigga to finally,Dis G5 G6 classified I don hit da bullseye,When you spread da rumors make sure you tell em I'm a multi millionaire,Ain't playin' fair,Touch ya bag Ion even care cuz I can wake up any day travel anywhere,Chorus,They try to show approve,You'd rather see me lose,But I refuse to lose,I run off jet fuel,I'm makin' major moves,You tryna peep da move,I dropped 10 hits,I got a refuse,I hear they my enemy,I make em in my sleep,Dats all you want from me,I know I'm makin' history,I know you greasy and you greedy,But I'm a genius and I been feenin' to set da streets on fire,You catch me flying by,Ain't got no time to stop to kick da bobo wit ya boy,My time is precious dats right every second,Too many hard times I'm thinking bout investments,Chorus,You watch me go thru hell,You seen me run thru dem bales,You know I hit dem corners everyday and caught dem sales,You hatin' muthafuckas don't wanna see a kid prevail,Got hit up wit da shell Now my CD on da shelf,If I can take a bullet then I can take take da rumors,Thru all da losses I never lost my sense of humor,I kept pushing You kept lookin',Hoping I fall even at my worst I'm at ur best,Laws and all thru scars and all,I'm standin' tall I won't fold,I got money coming out my pores, music, and my soul,I run da globe I'm in my mode dis ain't no flow,Throughout da riches I know dat road,Chorus
,
,
",,
,Future, I'm Trippin',"Juciy Wad Up,Hey I'm Trippin,Hold On Nigga I'm Trippin,Drunk a Whole Thing Of Lean I'm Trippin,With My Girl Bestfriend I'm Trippin,I'm Trippin, I'm Trippin, I'm trippin,With My Girl Bestfriend I'm Trippin,Smoke a Whole Pound Of Green I'm Trippin,Drunk a whole Thing Of Lean I'm Trippin,... I'm Trippin, I'm Trippin, I'm trippin,On My Girl Best Friend I'm Trippin,... I'm trippin',Smoked A Whole Pound Of Weed I'm Trippin Yea Yea,(Verse 1:),Woke Up Seen A UFO, Last Night I Smoked A Pound Of Dro,Jumped Up And I Poured a Four And I Poured A Four Let's Have A Toast,Swear A Nigga Just Seen A Ghost, That Money Comin In Over Flow,Codeine All In My Sprite, Future Live The Rockstar Life,Astronaut At The Same Time, Gone To Mars At The Same Time,Pluto, Jupiter Same Time, Pick A Planet At The Same Time,I'm Trippin, I Feel Ignorant,Keep Rolling, Keep Sipping, She looking, She with it,My Girl Gonna Have A Fit When She Find Out How Hard I'm Diggin,Her Friend Shit I'm Trippin,But This Is Exactly How I'm Feelin, When I'm High In The Ceilin,Can't Feel My Face, It's Numb, And I Ain't Got No Feelings,And I'm In NASA Blowin Strong, What the Fuck I'm On,(Chorus:),I'm Trippin, I'm Trippin, I'm Trippin,On My Girl Best Friend I'm Trippin, I'm Trippin, I'm Trippin,Smoke a Whole Pound Of Green I'm Trippin, I'm Trippin, I'm Trippin,Drunk a whole Thing Of Lean I'm Trippin, I'm Trippin, I'm Trippin,... I'm Trippin, I'm Trippin, I'm Trippin,On My Girl Bestfriend I'm Trippin',... I'm Trippin,Smoked A Whole Pound Of Green I'm Trippin, Yea Yea,(Verse 2:),I Take Off, I Blast Off, I Razzel, I Gazzel Got...,With Bitches That's Badder, With Asses That's Fatter, You Trip And You Chatter,,I Don't Even Talk So It Don't Even Matter,How High I Get, Over Verses I Spit,I Dirty My Sprite, Put It Down in My...,I'm Going To Space She Wanna Come With Me,The Girls Are Pretty The Night's Are Long,Aye, No Sleeping For us, When We Drinkin...,I Gotta Stay Up, I Took Me A Up,Now I'm Buck As Fuck, I Go Fill My Cup,I Crumble My Kush And Fill My Blunt Up,I'm Close, I'm Chillin, I'm Rollin, I'm Rollin, I'm Put The Place All Into Motion, In Motion,I Grindin And Grind, Keep Going And Going,I'm Blacking Out On Track Like I Don't Know Where I'm At,Talk To Scotty And He Talk Right Back,I'm Diggin Yo Body Yo Ass Really Fat,I'm Loosin My Breath, Astma Attack,I'm so Bizy I Be Gettin Dizzy,When I Get Drunk Juicy I Get Sloppy Pissy,I Blow Good Good In Every City,Countin Money Palms Still Itchy,(Chorus:),I'm Trippin, I'm Trippin, I'm Trippin,On My Girl Best Friend I'm Trippin, I'm Trippin, I'm Trippin,Smoke a Whole Pound Of Green I'm Trippin, I'm Trippin, I'm Trippin,Drunk a whole Thing Of Lean I'm Trippin, I'm Trippin, I'm Trippin,... I'm Trippin, I'm Trippin, I'm Trippin,On My Girl Bestfriend I'm Trippin',... I'm Trippin,Smoked A Whole Pound Of Green I'm Trippin, Yea Yea,(Verse 3: Juicy J),I'm Smokin Presidential, Drankin Yellow This Shit Need A Suit,Fucked Up In The Phantom Like Tony Montana Bitch Let Back The Roof,Your Girl Down On My Head She Gripping The Head Just Like A Wave Cap,And I Get Them Bottles Poppin Juicy J Don't Save Caps,I Can't Match This Kush With You If You Smokein Bagbage,Addicte To The Weed I'm A Fuckin Addict,I'm Smokin Back To Back, Back To Back, Back To Back,I Flip A Stack To Stack, Rack To Rack Ball To The Max,Smokin All This Weed So Geeked Like I Don't Need Lungs,Hate On me, I'm Smokein For Free You Niggas Ain't Got The Funds,And I Keep A Dime Bitch On My Side Plus A Nina,And They Both Will Get You Wet Like Aqua,(Chorus:),I'm Trippin, I'm Trippin, I'm Trippin,On My Girl Best Friend I'm Trippin, I'm Trippin, I'm Trippin,Smoke a Whole Pound Of Green I'm Trippin, I'm Trippin, I'm Trippin,Drunk a whole Thing Of Lean I'm Trippin, I'm Trippin, I'm Trippin,... I'm Trippin, I'm Trippin, I'm Trippin,On My Girl Bestfriend I'm Trippin',... I'm Trippin,Smoked A Whole Pound Of Green I'm Trippin, Yea Yea
,
,
",,
,Future, Long Live The Pimp,"(Hook: Future),Drinkin' on tits, parkin' lot flicks,Rappin' UGK, motherfucka,Rap dirty with the K, motherfucka,On the grind in the K, motherfucka,Drinkin' on tits, parkin' lot flicks,Rappin' UGK, motherfucka,Ain't no shrimps, motherfucka,Long live the pimp, motherfucka,(Verse 1: Future),Sippin' on Podart, taggin' with you rocks,Big yellow bitch and her pussy taste like water,Cash red Cadillac, deuce in the court,Rub it on the pimp, then my uncle buddy,Niggas can't touch me like I'm Jay Prince son,Water drippin' on me, shinin' like a star,Grippin' on the wheel, Johnny Dale got me chilled,Texas in my Sprite when I'm poppin' seal,Drinkin' on mud, rockin' with the thugs,Long live Ted, the dirty south luggy,I've come to get tippy, smokin', reminiscin',Underground king, you a legend in my memory,(Hook),(Verse 2: Trae),Tippin' on glass slippaz, pain on and deep as fuck,UFC in my trunk, bet this gon' beat you up,Everything movin' slow, still ain't no keepin' low,Gator replace the seats, get your ass even up,Chopper behind the scene, truth still understood,Verse ain't the tryna trill, I won't talk with it because Suzanne,Hang in on the diamonds, flex it,Swinging over my complexes,Stuntin' on it like a bird,Make seven on it, whip the wrist,Nothing on it, don't fetch attention,Get your bitches, cold efficient,Gonna kill it on competitions,Sideline 'em, on suspension,Young Bill, turned to stone,Lil' Jim, Sweet Jane's Joe,Pump it in and get your stomach full of stones,(Hook)
,
,
",,
,Future, Homicide,"(Hook: Future and Snoop Dogg),You say you wanna take a ride? Get in,I grew up on that other side, getting it in,You niggas selling a bunch of pies, snatch a Benz,I heard you say it's going down, I'm going in,Go tell 'em it's a homicide (murder),Go tell 'em it's a homicide (murder, murder),Go tell 'em it's a homicide (murder, murder),Go tell 'em it's a homicide, ya ya,(Verse 1: Snoop Dogg),Fighting, shooting, killing, riding,Cripping, tripping, spitting fye,In the kitchen, baking pies,Taking mines, making mines,Yellow tape, black gun,Fill it with them hollow shells,And leave the scene bloody,Buddy can't nobody tell,Catch a plane to the ATL,Lay low in a cheap motel,Whatever suits ya,And get a few thangs from my cousin Future,Now I'm back on and popping like,Trapping, rapping in the cut,Talk shit, I fuck you up,They don't recognize who I am or where I'm from,So I hit the strip club banging 20 Crip cause,Treble with the bass, put that thang up in yo shavening,And leave yo body bleeding on the pavement,(Hook),(Verse 2: Future),Open up that fye,You gotta question a nigga standing next to you, cut him off
,
,
",,
,Future, Astronaut Chick,"(Hook),You a astronaut chick and that's the only thing that matter to me, you amaze me,On a whole 'nother level, me and you we light the room up, only together,Everytime we havin' sex we break a sweat, don't be suspectin' me,And we don't wanna go to shleep, cause we too obsessed,With the high life, and we gon' blast up like a rocket when the time right, and when the time right,(Verse 1),And your style is impeccable, you're so fuckin' incredible,You don't drop off your pedestal, well you shine like a bezel, boo,Saks Fifth Avenue, I'm tryna buy you the avenue,You a astronaut baby, everything we do brand new,More water than Cancun, me and you we some Tycoons,We light up the whole room, we hot in that bedroom,More love than February, this-sh ain't no fairy-tary,The highest level you can go, we blow up to legendary,This outer space lingo, I put ___ on when it's necessary,You an honor to me, I act along as I treat,I wear my heart on my sleeve, you got my heart in my stomach,Without a doubt in my mind, I'm takin' off and you comin',(Hook),(Verse 2),Top floor of the penthouse, on the rooftop poppin' bottles,Shawty she go both ways, anytime she go smash models,Addicted to the high life, me and you we 'bout the same,Gucci, Louis, Prada, when we walk it ain't no thang,Got them VVS diamonds they go bling, them bitches blang,Say you wanna go to Pluto, me and you, we are the same,Baby, tell me you can gutter and she fire to the flame,Remain full of spin like woo ride plane,Take of take off take off take off and play with my pussy,You almost never prepared you're in a whole 'nother asshole,You are sidity, you pretty, lights, camera, flash,Focus on your future ain't concerned bout your past,(Hook),(Verse 3),She the red on the bottom of her shoes (on her shoes),I'm in her brain like I can't lose (I can't lose),And it ain't nothing for her I can't do,And when I'm with 'er I got nothin' to prove,She accept me for me and I take you for you,We get high as the skies and get past the moon,We got a special connection, we could light up the room,We some astronaut, maine, no cartoon,We outta here, we eatin ass and we gon' never gonna Earth with you,We ain't never gone touch the surface again designer gear is all we in,Outer space status, the most incredible bond,In it for the passion, a whole lot of fashion,(Hook),Itunah
,
,
",,
,Future, Permanent Scar,"(Hook:),And it's a permanent scar, you can't forget who you are,It don't matter where you go, they say we are who we are,When you cook in the raw and you're bad from the start,You as cold in your heart, you as cold as your heart,And it's a permanent scar, you can't forget who you are,It don't matter where you go, you are who you are,And when you cook in the raw and you're bad from the start,You as cold as your heart, you as cold as your heart,(Verse 1:),I keep that same mentality when I was facing casualties,Goin' through my tragedies, I practice like a athlete,Wouldn't believe they had for me,Show and prove, don't make believe,I'll make you believe, all my thoughts free,Privet in a large coat,This ain't no shit that I wrote,I've been down this road before,And I've been on the rollercoast',So many ups and downs and turns,Homies droppin' like flies,Full strapped forty times,Doin' it like send the city guy,While I'm on the road, doin' shows, takin' this ride,I just got to wear my ankle tracker, commit suicide,This the second time I'm goin' back in, the second time,You'll get a second chance at livin', nigga I ain't lyin',(Hook),(Verse 2:),I gots the homies, they go hauntin' me, the world too,And they ain't comin' back home, they in the cemetery (rest in peace),I wish I made this up, it was a fairytale,I know the kingpin's on, the name is Legendary,They smoke crack right now, this ain't a Tyler beard,This be a about real life, it's very necessary,For me to go on in, so I went back in,Try to stay in this booth and never come out again,My lil' cousin called everybody and he's still fightin',And I got killaz walkin' me 'broad, Future all they recitin',And I can't forget you made me be a too much bide,But I ain't gon' hold no grudge, I just know your type,(Hook),(Verse 3:),I take a trip a rapper give, run up there like MX Miff,Go to New York with this girl and I come back with a lip,Break bread with my team,Partner money here her,And confidence, I want my music global,I'm gonna see who bump their fist,I'm gonna change a nigga life,So he ain't gotta go through this,Don't get caught in my fit,Till I'm runnin' 1 0 6,They tracked me 'cross the globe,You can have the fame,Just give me my soul,I could scratch these niggas and go back in that boat,Before I lose my respect,I stick to the code,I hold a tol on my shoulder,But I will never fall,No snitches allowed, case closed,(Hook)
,
,
",,
,Future, Straight Up,"(Intro) ,Yeah, Yeah yeah yeah ,Freebandz Bought A Building ,Straight Up ,Aye, ,(Chorus) ,Got The Gucci Boots On Like it's Snowing, Straight Up ,Big Booty Freak And She Foreign, Straight Up ,All My Whole Team We Very Important, Straight Up ,I Put Red On The Bottom Of Ya Shoes, Straight Up ,I Got Racks On Me, Straight Up ,With A Gat On Me, Straight Up ,Ima Spaz On Ya, Straight Up ,Throw Some Cash On Ya, Straight Up ,Moley With The Lean Feel Like You Come From Another, Straight Up ,Every Car I Drive You Know It Gotta Be Panamera ,(Verse 1) ,I'm fly like plane, & I ain't go never land ,I tie my strings, Cause I run to them bandz ,I'm on the Moley, Don't fuck around with them zans ,Got them baby bottles, with the activist ain't playing ,I'm a high top, I am proud of the man ,With a pent house, but guess where I been staying ,In a condominium, with this fat ass Dominican ,Got To Cost Over 80 Racks Just For Me To Gone Sit In ,I'm an astronaut, yes, yes, yes I am ,Ima Take This Gyop & Cash Out On A Lamb ,Throw Some Red Bottoms, Jimmy Choos be all you wearing ,Fuck the dress code, nigga it ain't no comparing ,(Chorus) ,Got The Gucci Boots On Like it's Snowing, Straight Up ,Big Booty Freak And She Foreign, Straight Up ,All My Whole Team We Very Important, Straight Up ,I Put Red On The Bottom Of Ya Shoes, Straight Up ,I Got Racks On Me, Straight Up ,With A Gat On Me, Straight Up ,Ima Spaz On Ya, Straight Up ,Throw Some Cash On Ya, Straight Up ,Moley With The Lean Feel Like You Come From Another, Straight Up ,Every Car I Drive You Know It Gotta Be Panamera ,(Verse 2) ,Ima go to mars & take the baddest brawd ,This ain't no Fassage ,She a natural porn star ,Emilio, Valentino Gucci ,Slow my flow ,We Go To Sleep In Gucci ,This ain't tricking off ,This how you kick it with a boss ,We blasting off, like a rocket what you thought? ,On another level, we put diamonds in our cross ,Keep that heavy metal, black rockstar lifestyle so don't you cross ,From another planet, yes, yes, yes I am ,I got ya baby mamy, she in love with who I am ,Riding Panoramic, with the turbo booster ,She got the red on her, like she down with soowhoo ,(Chorus) ,Got The Gucci Boots On Like it's Snowing, Straight Up ,Big Booty Freak And She Foreign, Straight Up ,All My Whole Team We Very Important, Straight Up ,I Put Red On The Bottom Of Ya Shoes, Straight Up ,I Got Racks On Me, Straight Up ,With A Gat On Me, Straight Up ,Ima Spaz On Ya, Straight Up ,Throw Some Cash On Ya, Straight Up ,Moley With The Lean Feel Like You Come From Another, Straight Up ,Every Car I Drive You Know It Gotta Be Panamera
,
,
",,
,"Future,Big Rube", The Future Is Now,"No longer can I remain earthbound,The future is now,Time and space are one in the same,Enough time in space and we running the game,Almost is unacceptable,The cosmos is a receptacle,For the spectacle of my ascension,Inhabiting multiple dimensions of perspective,All my actions selective,At all costs, I must obtain the objective,Regain the inception intended at the conception,A living lethal weapon,I'm the natural selection,Moving in my own eccentric orbit,A rebel amongst conformists,So far gone, you might catch me on Pluto,4 billion miles away,Do a whole week in one day,Live for keeping it real,You already know what it is,I rather ever speak without something to say,But if you can't remember the who, what, when, or the how,Remember one thing I said: the future is now
,
,
",,
