album,singer,song,lyric,written_by,genre
,"Van Morrison,Queen of the Slipstream", Queen of the Slipstream,"You're the Queen of the slipstream, With eyes that shine, You have crossed many waters to be here, You have drank of the fountain of innocence, And experienced the long cold wintry years., , There's a dream where the contents are visible, Where the poetic champions compose, Will you breathe not a word of this secrecy, and, Will you still be my special rose?, , Goin' away far across the sea, But I'll be back for you, Tell you everything I know, Baby everything is true, , Will the blush still remain, On your cheeks my love, In the light always seen, In your head?, Gold and sliver they placed, At your feet my dear, But I know you chose me instead, , Goin' away far across the sea, But I'll be back for you, Tell you everything I know, Baby everything is true, , You're the Queen of the slipstream, I love you so, You have crossed many waters to be here, And you drink at the fountains of innocence, An experience you know very well
,
,
",,
,Van Morrison, My Buckets Got A Hole In It,"Well I'm standing on the corner,With my bucket in my hand,Just waiting for a woman,That ain't got no man,My bucket's got a hole in it,My bucket's got a hole in it,My bucket's got a hole in it,Can't buy no beer,Well I went up on the mountain,Looked down in the sea,Seen the crabs and the fishes,Doing the be bop beat,My bucket's got a hole in it,My bucket's got a hole in it,My bucket's got a hole in it,Can't buy no beer,Well there ain't no use,Me working so hard,When I got a woman,In the boss mans yard,My bucket's got a hole in it,My bucket's got a hole in it,My bucket's got a hole in it
,
,
",,
,Van Morrison, What Am I Living For,"What am I living for, if not for you?,Tell me what am I living for, if not for you?,What am I living for, if not for you?,Oh nobody else, nobody else will do,What am I longing for each lonely night?,To feel your lips to mine and hold you tight,You'll be my only love my whole life through,Baby nobody else, nobody else will do,I want you close to me, oh that's all I know,I want you all the time, darlin' I love you so,What am I living for, if not for you?,Oh what am I living for, child if not for you?,I wanna know what am I livin' for if not for you?,Oh now, nobody else, nobody else will do,I want you close to me, oh that's all I know,I want you all the time, darlin' I love you so,Oh what am I living for, if not for you?,Oh, what am I living for, if not for you?,What am I living for, if not for you?,Oh nobody else, nobody else will do,Oh no, nobody else, nobody else will do, chil
,
,
",,
,"Them, Van Morrison,Big Joe Williams,Baby Please Don't Go", Baby Please Don't Go,"Baby, please don't go,Baby, please don't go,Baby, please don't go,Down to New Orleans,You know I love you so,Baby please don't go,Baby, your mind done gone,Well, your mind done gone,Well, your mind done gone,Left the county farm,You had the shackles on,Baby, please don't go,Before I be your dog,Before I be your dog,Before I be your dog,To git you way down here,I make you walk alone,Baby, please don't go,Hey,Baby, please don't go,Baby, please don't go,Baby, please don't go,Down to New Orleans,You know I love you so,Baby, please don't go,Before I be your dog,Before I be your dog,Before I be your dog,Git you way down here,Make you walk alone,Baby, please don't go,Know how I feel right now,My baby leavin', on that midnight train,And I'm cryin',Baby, please don't go,Oh, baby please don't go,Baby, please don't go,Down to New Orleans,You know I love you so,Baby, please don't go,Let's go,Before I be your dog,Before I be your dog,Before I be your dog,To git you way down here,I make you walk alone,Baby, please don't go, yeah,Alright
,
,
",,
,Van Morrison, Once A Day,"When you found somebody new I thought I never would,Forget you for I thought then that I never could,But time has taken all my pain away,Until now I'm down to hurtin' once a day,Once a day, all day long,And once a night from dusk till dawn,The only time I wish that you weren't gone,Is once a day, every day, all day long,And I'm so glad I'm not like a friend that I knew one time,He lost the one he loved and then he slowly lost his mind,Sat around and cried his life away,Lucky me I'm only hurtin' once a day,Once a day, all day long,And once a night from dusk till dawn,The only time I wish that you weren't gone,Once a day, every day, all day long,Once a day, all day long,And once a night from dusk till dawn,The only time I wish that you weren't gone,Is once a day, every day, all day long,Once a day, every day, all day long
,
,
",,
,Van Morrison, 'Til I Gain Control Again,"Just like the sun shining over the mountain top,You know I'll always come again,You know I love to spend my morning time,Watchin' sunlight dancing on your skin,I've never gone so wrong for telling lies to you,What you see is what I've been,There is nothing that I can hide from you,You see me better than I ever can,Out on the road that lies before me now,There are some turns where I will spin,Darlin' I only hope, only hope that you will hold me now,Until I gain control again,Just like the lighthouse I must stand alone,Landmarks to mark the sailors journeys end,No matter what sea I've been sailing on,You know, you know I'll always roll this way, this way again,Out on the road that lies before me now,Surely there will be some turns where I will spin, spin,I only hope, I only hope that you, you will hold me now, hold me now,Till I gain, till I gain control, control again,Out on the road that lies before me now,There are some turns, some turns where I will spin, spin,I only hope, only hope that you will hold me now, hold me now,Until I gain control again
,
,
",,
,Van Morrison, Pay The Devil,"One man's meat is another man's poison,One man's gain can be another man's loss,I'm travelling down the lonely highway,'Cos a rolling stone don't gather no moss,Once I thought I could live the kind of life I wanted,But the wayward wind made me restless and a fool of me,'Cos I thought I could settle for the nine to five life,Well I guess it just was never meant to be,Now people talk and they speculate about what other people would do,But they can't put themselves within my shoes,It used to be my life, now it's become my story,I'm heading down this highway with those blues,Well I'd love to see the sun setting on the riverside,Just to go back home and I want to settle down,Well I have to pay the devil for my music,Why I have to keep on with this roaming around,Have to pay the devil for my music,Keep on rolling from town to town,Have to pay the devil for to play my music
,
,
",,
,Van Morrison, Things Have Gone To Pieces,"Oh the faucet started dripping in the kitchen,Last night your picture fell down from the wall,And today the boss said 'sorry son I can't use you anymore',And tonight the light bulb went out down the hall,Oh, things have gone to pieces since you left me,Nothing turns out half right, now it seems,There ain't nothin' in my pocket, but three nickels and a dime,And I'm holding to the pieces of my dreams,Somebody threw a baseball through my window,And the arm fell off my favourite chair today,Oh the man he came today, said he'd haul all my things away,If I didn't get my payments made by ten,Things have gone to pieces since you left me,Now nothin' turns out half right, now it seems,There ain't nothin' in my pocket but three nickels and a dime
,
,
",,
,Van Morrison, Don't You Make Me High,"Oh don't you feel my leg, don't you feel my leg,'Cos if you feel my leg, you'll want to feel my thigh,Don't you feel my thigh, you'll wanna move up high,So don't you feel my leg,Don't you buy no rye, don't you buy no rye,'Cos if you buy me some rye, you gonna make me high,If you make me high, you'll wanna loosen my tie,Don't you buy no rye,Now you say you'll take me out, buy me gin and wine,You got something different on your mind,Say we're gonna have a lovely time,But what I got I know is mine,Don't you feel my leg, don't you feel my leg,'Cos if you feel my leg, you'll want to feel my thigh,If you feel my thigh, you're gonna get a surprise,Don't you feel my leg,Now you say you'll take me out buy me gin and wine,Honey, you got something on your mind,Say we're gonna have a lovely time,What I got I know is mine,Don't you feel my leg, don't you feel my leg,'Cos if you feel my leg, you'll wanna feel my thigh,If you feel my thigh, you'll want to move up high,You're gonna get a surprise,So, don't you feel my leg,So, don't you feel my leg
,
,
",,
,Warren Haynes, Hattiesburg Hustle,"Poor boy-hailed from Mississippi,Had dreams beyond just a family,Left home when he was just seventeen,Never even looked back till he was twenty three,By then he'd been through the ringer,Made himself a name as a singer,Read about in all of the papers,How the boy got lost in the vapors,Ego is a muscle-just add fame and watch it swell,Lot of things have changed since the old days,God bless the fool who gets in your way,Too much time living with your own disease,Too many lines blurring out the boundaries,Lost friends fallen by the wayside,Lost lovers take it all in stride,Eyes closed still it should be plain to see,You're not the boy that you used to be,Ego is a muscle-just add fame and watch it swell,Do the Hattiesburg Hustle, shuffle 'em off to Hell,Take me back in time,Show me things as they were,Let my soul unwind,Take me to the place where things ain't such a blur,Poor boy-hailed from Mississippi,Had dreams beyond just a family,Ego is a muscle-just add fame and watch it swell,Do the Hattiesburg Hustle, shuffle 'em off to Hell,Shuffle 'em off to Hell,Shuffle 'em off to Hell,Shuffle 'em off to Hell
,
,
",,
,Van Morrison, This Has Got To Stop,"I'm giving you my heart and my soul,I'm giving you more than you'll ever know,I'm giving you just about everything I can,Can't you see that I'm just only one man,I took you out to the picture show,Then I took you walkin' outdoors,I walked you up and down the block,And I warned you baby this has got to stop,This has got to stop, you're way over the top,Pack my things and walk, we can't even talk,This has got to stop, I just had enough,I'm gonna call your bluff, walk you one more lap,And I watched you watching me as I watched you walk away from me,And I went off to that far country,I took a plane out to that Newfoundland,And you said to me that you didn't understand,This has got to stop, you're way over the top,I'm gonna pack my things and walk, we don't even talk,This has got to stop, baby I just had enough,I'm gonna call your bluff, walk me one more lap,Well I came back home and I burnt our house down,I watched it crumble to the ground,Oh it caved in like a piece of balsa wood,I turned to you and said baby, this is just no good,And I worked and I tried to build it all back up again,Today you told me that you had really changed,Then you knocked down all my castles in the sand,Then I said baby, I know now just where we stand,This has got to stop, you're way over the top,Pack my bags and walk, we don't even talk,This has got to stop, I've just had enough,I'm gonna call your bluff, this has got to stop,This has got to stop,Stop, stop I've had enough,I'm gonna call your bluff,Stop, stop, stop
,
,
",,
,Van Morrison, Your Cheatin' Heart,"Your cheatin' heart,Will make you weep,You'll cry & cry,You'll try to sleep,But sleep won't come,The whole night through,Your cheatin' heart,Will tell on you,When tears come down,Like pourin' rain,You'll toss around,And call my name,You'll walk the floor,The way I do,Your cheatin' heart,Will tell on you,When tears come down,Like fallin' rain,You'll toss around,And call my name,You'll walk the floor,Just the way I do,Your cheatin' heart,Will tell on you,Your cheatin' heart
,
,
",,
,Van Morrison, Back Street Affair,"You didn't know I wasn't free when you fell in love with me,And with all your young heart you learned to care,It brought you shame and disgrace,The world has tumbled in your face,Because they call our love a back street affair,They say you wrecked my home,I'm a husband that's gone wrong,They don't know the sorrow that we had to bear,While the one I was tied to was the first to be untrue,How can they call our love a back street affair,Well we have each other now,That's all that matters anyhow,While the judgement of gossips never fair,We'll just be brave and strong,Then someday they'll see they're wrong,So let them call our love a back street affair,We'll be free to love someday,When all the talk has died away,And the happiness we hoped for then we'll share,And I'll climb a mountain high and the world will hear me cry
,
,
",,
,Van Morrison, Big Blue Diamonds,"Big Blue Diamonds   2:56    Trk 4,(Earl 'Kitt' J. Carson),Van Morrison,Van Morrison - lead vocal, Bob Loveday - violin,Geraint Watkins - piano, Paul Godden - steel Guitar,Mick Green - guitar, Johnny Scott - guitar,Paul Riley - electric Bass, Bobby Irwin - drums,Johnny Scott, Crawford & Olwin Bell, Karen Hamill ,Aine Whelan & Leon Mc Crum -backing vocals. ,Album: Pay The Devil - Lost Highway,  Polydor '06,Blue diamonds (blue-ooo),Big blue diamonds on her finger,(On her finger),Instead of a little band of gold,(Big blue, big blue diamonds),Big diamonds (big diamonds),Big blue diamonds (big diamonds),Tell the story,Of a love, that no one man could hold,(Blue diamonds),Oh, she wanted more than I ,Had money to buy, so she left me,Sad and lonely, I am told ,(I am told),Big diamonds (diamonds),Big blue diamonds (diamonds),Now she'll trade them ,For a love behind a little band of gold,(The band of gold),(instrumental - guitar),Blue diamonds (blue diamonds),Big blue diamonds (blue diamonds),How they sparkle! (blue),Well, what can they do,To warm your heart n' soul?,(Warm your heart and soul),When you're lonesome in the moonlight,An you want lovin', yeah,Big blue diamonds (diamonds),Don't they seem so wreckless and bold?,(Big blue diamonds),I'd gladly to my part,Oh, mend a broken heart (big diamonds),With a love that's warmed over (love soon grows cold),Soon grows cold (it soon grows cold),Big diamonds (diamonds),Big blue diamonds (diamonds),I don't want them, no! ,Oh, I just want a love behind,The little band of gold,(The band of gold).,~
,
,
",,
,Van Morrison, Half As Much,"I've been up and and down the highway,And I've seen what a man can do,To some little girl along the byway,That's why I sing this song to you,If you find your baby's gone,And you don't know where or when,You wonder, yes you wonder,If you'll ever see him again,Just remember, remember,These simple words I brought,Soon it won't hurt half as much,No it won't hurt half as much,No it won't hurt half as much as you thought,'cause I been up and down the highway,And I watch them as they pass by,Broken hearts and I wish that they'd go my way,I'd save them every little teardrop they cry,Won't you listen? ,If you think you can't go on,And life ain't got it for you no more,You're waitin' every night,For him to come walkin' through that door,Just remember, remember,These simple words that I brought,Soon it won't hurt half as much,No it won't hurt half as much,No it won't hurt half as much as you thought,Well, it won't hurt half as much,No, it won't hurt half as much,Lord, it won't hurt half as much as you though,Fades,And everytime you're sad, you cry,You feel like you...
,
,
",,
,Van Morrison, Playhouse,"Tear your playhouse,Tear your playhouse, tear your playhouse down,Tear your playhouse, tear your playhouse down,Oh all that money it's going underground,Baby all that money,All that money don't it make you frown,All that money don't it make you frown,Careless love done tore your playhouse down,All that money, all that money,All that pounds, shillings and pence,All that money, all that pounds, shillings and pence,All that money but it's just no common sense,Going down to Florida, going down to Florida,Gonna move you off my mind,Going down to Florida, I'm gonna get you off my mind,Going down to Florida just to bide my time,All that money,All that money don't it make you frown,All that money don't it make you frown,Careless love done burned your playhouse down, playhouse down,Careless love done burned your playhouse down
,
,
",,
,Warren Haynes, Your Wildest Dreams,"If you need me you know where you can find me,I'll be there in your wildest dreams,I hear the word out on the street,Oh, that you're feeling guilty,Your decision was made in anger and haste,They say a love like ours should stand the test of time,Yes a love like ours is too good to waste,But when I needed someone to hold me,You were off and gone with someone else,And time don't stop the pain,And the tears I cry,And now you're telling me,We can put it all behind us,Yeah, you're telling me,""Honey, this time I've changed"",Well, if you need me you know where you can find me,I'll be there in your wildest dreams,Woman I can't deny,That what we had was real,So real that I might never be the same,Sometimes the flame burned brighter,Brighter than the sun,And we cooled ourselves in the soft summer rain,Yeah, sometimes I still long to hold you,To drown myself again,And time ain't never gonna stop the pain,And the tears I cried,I'm not trying to say I won't be lost without you,I'm not trying to say I won't break down,But if you need me you know where you can find me,I'll be there in your wildest dreams
,
,
",,
,Warren Haynes, On a Real Lonely Night,"You've been out of my life for some time now,Seems like a long long while,Sometimes thoughts of you,Bring tears to my eyes,Other times they bring a smile,I remember what you told me,We would always be close in our hearts,Must be easy to say,In another man's arms,And we're so damn far apart but,On a real lonely night,I can almost hear you laughing,It's making me a fool,And I can almost see your face,On a real lonely night,There's a picture of you,Hanging on my wall,Such a lovely girl,Sometimes I feel like breaking it to pieces,Like you did to my world,And other times I want to hold it in my arms,Like a ball and chain,I know 'til I'm through,Loving you,I can never love again but,On a real lonely night,I can almost hear you laughing,It's making me a fool,On a real lonely night,There's just no way to pass the time,I walk around and talk to myself,Pretending that it's you,And I can almost see your face,I can't hold you,Like I used to do,On a real lonely night,I can almost hear you laughing,And feel your warm breath,Upon my skin,It's making me a fool,On a real lonely night,There's just no way to pass the time,I walk around and talk to myself,Pretending that it's you and,I can almost see your face,I can almost see your face,On a real lonely night,On a real lonely night,On a real lonely night,I can almost hear you laughing
,
,
",,
,Udo Lindenberg, Nasses Gold,"So stieg er runter in die Katakomben ,und riskierte voll sein Leben ,Einer muss den Job ja machen ,um das nasse Gold zu heben ,Ja, so manche hohe Wissenschaft ,und Symphonien und höhere Sphären ,wär'n nicht entstanden, wenn die Kollegen ,immer nur nüchtern geblieben wären,Knietief im Whisky - bis zum Nabel im Wodka ,so ging er durch sein Leben ,Immer wieder runter - in den Underground ,um die speziellen Weisheiten zu heben,Er war wie so'n Märtyrer ,der sich für euch da runter traut ,in die gefährlichen Abgründe ,mit der mörderischen Whiskybraut ,In der Tiefsee der Erkenntnis ,ist er durch den Alk geschwommen ,auf der Suche nach dem Gin des Lebens ,um der Wahrheit auf den Grund zu kommen,So stieg er runter in die Katakomben ,und riskierte voll sein Leben ,Einer muss den Job ja machen ,um das nasse Gold zu heben ,Ja, so manche hohe Wissenschaft ,und Symphonien und höhere Sphären ,wär'n nicht entstanden, wenn die Kollegen ,immer nur nüchtern geblieben wären,Wahnsinn und Genie - hat er oft gedacht ,was für'n schönes Paar - besonders an der Bar ,wie füreinander gemacht ,So soff er im Extrembereich - studierte Mengenlehre ,und stellt sich vor wie's mit Freud und Bukowski ,wohl ohne das Ballerzeugs gelaufen wäre,Sie stiegen runter in die Katakomben ,und riskierten voll ihr Leben ,denn sie mussten den Job ja machen ,um das nasse Gold zu heben ,Ja, so manche hohe Wissenschaft ,und Symphonien und höhere Sphären ,wär'n nicht entstanden, wenn die Kollegen ,immer nur nüchtern geblieben wären
,
,
",,
,Udo Lindenberg, Chubby Checker,"Aber, große Hunde können auch gefährlich sein.,Man muss immer noch eine zweite Person da haben, die einen Vorderfuß hoch hebt von dem Hund,,dann kann er nicht nach hinten austreten (haha) Dankeschön,Chubby Checker stellt den Wecker,,denn er muss ja mal wieder aufstehen,,In so einem Hotel muss man immer mal schnell die Korridore abgehen,Mal gucken, ob noch alles klar ist,und ob noch alles da ist,Sind die Gäste auch alle gut zugedeckt?,Sitzt auch keiner auf der Heizung, wenn die Heizung leckt?,Chubby Checker stellt den Wecker, verdächtiger Gast an der Rezeption,Man weiß noch nicht genau,,man ahnt noch rein ins blaue,Vielleicht ein Koksbaron? (Kennen Sie den?),Kombiniere. Komme schon!,Ob der Koks hat oder Shit,,irgendwas hat der doch mit,Ob der Koks hat oder Shit,,irgendwas hat der doch mit,Rex geh an den Koffer ran,Und der Drogenhund schlägt an,Wuff, wuff, wuff,...,Riech mal hier. Komm, riech. Da, such such such,Chubby Checker stellt den Wecker, denn er muss mal wieder gucken gehen, (darf man hier mal schauen?),dass auch beim Sexuellen nich so lauten Schreie gellen hier durch unser Hotel,,Kein Geröchel, kein Gehechel,,in den Suiten und den Zimmern bitte immer nur wimmern,Sonst greift Chubby Checkker zum Telefon und die Männer von der Sitte kommen schon,Ob der Koks hat oder Shit,,irgendwas hat der doch mit,Ob der Koks hat oder Shit,,irgendwas hat der doch mit,Rex, Rex geh an den Koffer ran,Und der Drogenhund schlägt an,Ob der Koks hat oder Shit,,irgendwas hat der doch mit,Rex (komm her) geh an den Koffer ran,Und der Drogenhund schlägt an,Fuß habe ich gesagt. Wo ist Fuß? Hier ist Fuß...
,
,
",,
,"Udo Lindenberg,Silbermond", Der Deal,"Man ist komplett cool,Man denkt digital,Das Herz ist aus Eisen,Und die Nerven sind aus Stahl,Man ist in Sachen Liebe,Nicht interessiert und ganz immun,Man wird besonders süße Sachen,Natürlich niemals tun,Vergiss nie,Wir haben einen Deal,Ich lieb dich nur ein bisschen aber nicht zu viel,Richtige Liebe ist, sein wir mal ehrlich,Richtige Liebe ist viel zu gefährlich,Nein das Große das wir haben,Das setzen wir nicht auf’s Spiel,Darum lieb ich dich nur ein bisschen aber nie zu viel,Du gehst mir,Am Arsch vorbei,Obwohl’s auch gut ist,Wir zwei,Denn manchmal,Machst du’s mir schwer,Dann gibt es auch bei mir,Keine Gegenwehr mehr,Fast so als ob ich dich schon immer kannte,Sind wir wie zwei Seelenverwandte,Doch keinen Grund den Verstand zu verliern,Und dabei Kopf und Kragen zu riskiern,Vergiss nie,Wir haben einen Deal,Ich lieb dich nur ein bisschen aber nicht zu viel,Richtige Liebe ist, sein wir mal ehrlich,Richtige Liebe ist viel zu gefährlich,Nein das Große das wir haben,Das setzen wir nicht auf’s Spiel,Darum lieb ich dich nur ein bisschen aber nie zu viel,Leute wie wir,Bleiben immer schön cool,Wir tragen immer,Das Pokergesicht,Tiefe Seele,Geht keinen was an,Große Gefühle,Zeigen wir nicht,Richtige Liebe ist, sein wir mal ehrlich,Richtige Liebe ist viel zu gefährlich,Nein das Große das wir haben,Das setzen wir nicht auf’s Spiel,Darum lieb ich dich nur ein bisschen aber nie zu viel,Darum lieb ich dich nur ein bisschen aber nie zu viel
,
,
",,
,Warren Haynes, Man In Motion,"Still life is overrated,Burn-out factor is part of the game,Life should be an adventure,Anything else is a crying shame,People gather round to see,Day by day,Just what he's gonna be,He's here, he's gone,He's moving on,What do you expect the boy to do,He's just a fire burning,A storm passing through,Proceed with caution,He's a man in motion,Hard to say when the motion began,Big time dreams in a,Small town man,Some days peace of mind,Is all you hope to find,Folks back home wouldn't understand,Moving town to town,Band to band,You say someday you're gonna stop,But they keep moving the finish line,What do you expect the boy to do,He's just a fire burning,A storm passing through,Proceed with caution,He's a man in motion,His life has been a race,Love of the game thrill of the chase,It's only 8 seconds but you live for the ride,What do you expect the boy to do,What do you expect the boy to do,He's just a fire burning,A storm passing through,Proceed with caution,Proceed with caution,Proceed with caution,He's a man in motion
,
,
",,
,Udo Lindenberg, Mein Ding,"Als ich noch ein junger Mann war,,saß ich locker irgendwann da,,auf der Wiese vor’m Hotel Kempinski,,Trommelstöcke in der Tasche,,in der Hand ne Cognacflasche,,und ein Autogramm von Klaus Kinski,Guckte hoch auf's weiße Schloss,,oder malochen bei Blohm & Voss,,Nee irgendwie, das war doch klar,,irgendwann da wohn ich da,,In der Präsidentensuite,,wos nicht reinregnet und nicht zieht,,und was bestell ich dann?,Dosenbier und Kaviar,Refrain:,Und… Ich mach mein Ding,,egal was die anderen sagen,Ich geh meinen Weg,,ob gerade ob schräg, das ist egal,ich mach mein ding,egal was die anderen labern,,Was die Schwachmaten einem so raten,,das ist egal,ich mach mein Ding…,Und jetzt kommst du aus der Provinz,,und wenn auch jeder sagt du spinnst,,du wirst es genauso bringen,,machst auf die charmante Art,mal elastisch,,manchmal hart,,manchmal musst du das Glück auch zwingen…,Später spricht dann Wilhelm Wieben,er ist sich immer treu geblieben,,die Mode kam die Mode geht,,man war immer noch der King.,Ja du machst dein Ding,Egal was die ander'n sagen,Du gehst deinen Weg,Ob geradeaus schräg,Das is doch egal,Du machst dein Ding,Egal was die ander'n labern,Was die Schwachmaten einem so raten,das ist egal,Und dann bist du dir immer treu geblieben,Und Roomservice wird mit U und H geschrieben,Und ich mach mein Ding,Egal was die ander'n labern,Das ist egal-,Was die Schwachmaten einem so raten,Ja ich mach mein Ding,Egal was die ander'n labern,Was die Schwachmaten einem so raten,das ist egal-,Ich mach mein Ding.,Ja, das ist es!
,
,
",,
,Warren Haynes, Sick Of My Shadow,"I want to go for a long walk,I might need some company,Someone I can relate to,Someone other than me,I'm tired of these conversations,I keep on having in my head,But it's a long way home once you've made your bed,I'm sick of my shadow,Want to shed my skin,Sick of my shadow,What a shape I'm in,Sick of myself, and everything I do,I'm sick of my shadow since I lost you,Oh yeah so I got some problems,What else is new?,I spend too much time in my black and white world,Trying to paint it blue,But we can't all be like you, dear,Whit your million dollar smile,Some of us don't bounce back,We stay down for a while,I'm sick of my shadow,Want to shed my skin,Sick of my shadow,What a shape I'm in,Sick of myself, and everything I do,I'm sick of my shadow since I lost you,All I need is that one shot,One big lucky break,I can finally wipe the slate clean,Pay for all my mistakes,Just let me roll 'em hot tonight Jesus,I swear I'll walk away,Lose this chip on my shoulder,Keep my demons at bay,I'm sick of my shadow,Want to shed my skin,Sick of my shadow,What a shape I'm in,Sick of myself, and everything I do,I'm sick of my shadow since I lost you
,
,
",,
,"Udo Lindenberg,Jan Delay", Ganz Anders,":,Eigentlich bin ich ganz anders,ich komm' nur viel zu selten dazu,Du machst hier grad' mit einem Bekanntschaft,den ich genauso wenig kenne wie du,Ich hab' so viel' Termine,in der Disco, vor Gericht und bei der Bank,Da schick' ich einfach meine Vize-Egos,und das wahre ich bleibt lieber im Schrank,Refrain,Ich bin gar nicht der Typ,,den jeder in mir sieht,und das werd' ich euch bei Zeiten,auch alles noch beweisen,Eigentlich bin ich ganz anders,ich komm' nur viel zu selten dazu,Du machst hier grad',mit einem Bekanntschaft,den ich ganz genauso kenne wie du,Du hast bestimmt 'n falsches Bild von mir,sowas wie 'n echten Kujau,Es tut mir leid, da kann ich nix dafür,denn mein eigentliches Ich ist im Urlaub,Refrain,Ich bin gar nicht der Typ,,den jeder in mir sieht,und das werd' ich euch bei Zeiten,auch alles noch beweisen,Eigentlich bin ich ganz anders,ich komm' nur viel zu selten dazu,Du machst hier grad',mit einem Bekanntschaft,den ich ganz genauso kenne wie du,Zum Schluss, da hätt' ich noch 'ne Frage,Wieso packt ihr alles, was ich sage,immer auf die Goldwaage - Das find' ich voll schade,Refrain,Ich bin gar nicht der Typ,,den jeder in mir sieht,und das werd' ich euch bei Zeiten,auch alles noch beweisen,Eigentlich bin ich ganz anders,ich komm' nur viel zu selten dazu,Du machst hier grad',mit einem Bekanntschaft,den ich ganz genauso kenne wie du,Eigentlich sind wir ganz anders,wir komm' nur viel zu selten dazu,Du machst hier grad' mit Leuten Bekanntschaft,die wir genauso wenig kennen wie du
,
,
",,
,Warren Haynes, River's Gonna Rise,"Darkness hides the faces,Of we who hold the power,We don't need to be rich,We only need to be free,Chains of oppression,Never gonna break,But a day will come when we hold the key,Time will remind us,That the people still have a choice,And we don't want violence,Until there's no other choice,But the river's gonna rise,Wash our struggles away,The sun is gonna shine,Shine down on a brand new day,Bells will be ringing,Flames reaching to the sky,Higher and higher,Fueled by the winds of change,Sweet taste of freedom,Fresh on the tips of our tongues,And the dust of the past is all that shall remain,Echoes of our voices,Ringing all through the town,Will drown out the memories,Of the days when we were bound,The river's gonna rise,Wash our struggles away,The sun is gonna shine,Shine down on a brand new day,Yeah, we're gonna rise up singing,Like a bird on the wing,A million hearts beating,To the rhythm that the new day brings,The river's gonna rise,The river's gonna rise,The river's gonna rise,Wash our struggles away,And the sun is sun is gonna shine,Shine down on the brand new day,Shine down on the brand new day,Shine down on the brand new day
,
,
",,
,Udo Lindenberg, Stark Wie Zwei,"Der Tod ist ein Irrtum,,Ich krieg das gar nicht klar.,Die rufen gleich an,und sagen es ist doch nicht wahr,,es war nur'n Versehn,,war n falsches Signal,,aus irgendeinem fernen Sternental,Ich wähl deine Nummer,,doch du gehst nicht mehr ran.,Mir wird schockmäßig klar,,es ist doch wahr.,Du kommst nicht mehr,,doch ich lass mich davon nicht zu Boden schmettern,Der Fährmann setzt dich über'n Fluss rüber,,Ich spür deine Kraft geht voll auf mich über,Stark wie zwei,,ich geh die Straße runter,stark wie zwei.,Egal wohin ich geh,,Du bist dabei.,Ich bin jetzt,Stark wie zwei,Ich heb mein Glas,Und trink auf dich,Da oben hinter den Sternen,Ich vergess dich nicht,Auch wenn ich heute dich so hart verlier,So bleibst du doch,Hier für immer bei mir,Du hast immer gesagt ich soll nicht so lange trauern,,Ich soll in deinem Namen richtig weiter powern.,Stark wie zwei,,ich geh die Straße runter,stark wie zwei.,Egal wohin ich geh,,Du bist dabei.,Ich bin jetzt,Stark wie zwei,Stark wie zwei,,tief in meinem Herzen,Stark wie zwei,,hab dich immer dabei,Ich geh die Straße lang,,zusamm' mit dir.,Stark wie zwei,Der Fährmann setzt dich über'n Fluss rüber,,Ich spür deine Power geht voll auf mich über.,Stark wie zwei,,ich geh die Straße runter,stark wie zwei.,Egal wohin ich geh,,Du bist dabei.,Ich bin jetzt,Stark wie zwei.,Stark wie zwei.,Stark wie zwei,,du bist wie schon so oft ein Pionier.,Du reist jetzt schon mal vor,und irgendwann,,dann folg ich dir.
,
,
",,
,Warren Haynes, Everyday Will Be Like A Holiday,"Everyday will be like a holiday,When my baby comes home,She's been gone,For such a long time,Since she's been gone,She's been on my mind,But I got a letter this morning,Just about noon,She said don't worry I'll be home soon and,Everyday will be like a holiday,When my baby comes home,I won't have to worry,Sitting by the phone,When she gets here I know I'll never be alone,She called me, said ""baby I'll be there sometime today"" and,When she gets here she'll never go away and,Everyday will be like a holiday,When my baby comes home,Everyday will be like a holiday,When my baby comes home,Everyday will be like a holiday,When my baby comes home
,
,
",,
,Vineet Saini, Subhah Subhah,"Subhah Subhah...,Aaya Khwab...,Kho Gye HUm dono aaj...,Na mili tu wahin......,Jese tuta wo khwab........2,Wo pyar tha ek bahana ...,Ab tu mujhe na rulana.....,Ho sake tu mujhe..,Dekh le ab mujhe.....,Raat bhar sapno main hi ...,Dekh sakta hun tujhe...,KOi nhi hai yahan ,koi to hai ab wahan...,Bus isi hi tarah khoya rehta hun wahan..,Subhah Subhah aya khwab kho gye hum dono aaj,Na mili tu wahin...,jese tuta wo khwab...,Zinda hun fir bhi Kya ...,Zindgi main hai bhi kya...,aise jeevan ka yahan ..,karunga kya tu bta..,Subhah Subhah.,aaya khwab..,kho gye hum dono aaj....,Na mili tu wahin..,Jese tuta wo khwab...,Subhah Subhah....3
,
,
",,
